,0
0,0.05
1,1.19
2,1.35
3,2.92
4,3.34
5,3.73
6,3.9
7,4.08
8,4.43
9,5.19
10,6.71
11,7.02
12,7.73
13,8.02
14,8.33
15,8.95
16,11.19
17,11.78
18,12.34
19,13.93
20,15.6
21,16.02
22,16.22
23,16.36
24,16.49
25,17.83
26,18.02
27,19.64
28,20.67
29,20.98
30,21.02
31,23.74
32,24.02
33,25.28
34,25.86
35,26.02
36,26.14
37,27.74
38,28.43
39,28.58
40,28.75
41,30.02
42,31.68
43,32.02
44,32.38
45,33.09
46,34.1
47,34.28
48,34.5
49,35.75
50,38.78
51,39.02
52,39.55
53,39.82
54,40.27
55,44.02
56,45.02
57,45.84
58,47.18
59,47.23
60,48.33
61,48.5
62,48.59
63,49.02
64,50.02
65,56.02
66,56.48
67,57.61
68,57.75
69,57.95
70,59.02
71,59.98
72,60.83
73,61.87
74,62.02
75,62.52
76,62.66
77,64.02
78,64.37
79,64.41
80,65.41
81,65.51
82,66.78
83,67.23
84,67.6
85,69.02
86,69.27
87,72.55
88,72.59
89,73.3
90,73.75
91,74.01
92,74.85
93,74.96
94,75.17
95,75.48
96,75.62
97,76.46
98,76.52
99,76.59
100,77.02
101,77.82
102,78.73
103,79.02
104,79.14
105,79.82
106,80.0
107,80.15
108,80.4
109,80.44
110,81.44
111,81.85
112,83.2
113,84.02
114,84.84
115,85.02
116,86.0
117,88.25
118,88.57
119,88.92
120,89.5
121,90.62
122,90.77
123,91.32
124,92.08
125,92.21
126,92.57
127,93.02
128,93.26
129,93.3
130,93.67
131,94.22
132,95.0
133,95.34
134,95.82
135,98.02
136,98.16
137,98.2
138,105.02
139,106.84
140,107.02
141,107.18
142,107.57
143,107.62
144,108.02
145,108.38
146,108.6
147,108.96
148,109.04
149,109.18
150,111.67
151,112.92
152,113.51
153,113.98
154,114.36
155,115.01
156,115.07
157,115.85
158,116.14
159,116.41
160,116.57
161,117.23
162,117.44
163,117.74
164,118.75
165,120.02
166,121.51
167,121.6
168,122.02
169,122.55
170,123.02
171,123.75
172,124.02
173,124.19
174,124.64
175,125.6
176,126.22
177,127.53
178,127.79
179,128.05
180,128.49
181,128.53
182,128.75
183,129.02
184,130.02
185,130.18
186,130.43
187,130.59
188,130.7
189,130.92
190,131.24
191,132.73
192,133.22
193,133.4
194,133.66
195,134.24
196,134.56
197,136.02
198,136.59
199,136.66
200,137.18
201,138.02
202,138.06
203,138.39
204,139.87
205,140.28
206,140.33
207,141.02
208,141.21
209,141.5
210,142.2
211,143.32
212,144.02
213,144.22
214,144.33
215,144.57
216,145.14
217,145.22
218,145.33
219,145.56
220,145.65
221,146.09
222,147.2
223,147.45
224,147.49
225,147.82
226,147.89
227,148.11
