,0
0,0.05
1,0.31
2,0.95
3,1.43
4,1.56
5,1.84
6,2.05
7,2.4
8,2.55
9,2.64
10,2.95
11,3.28
12,3.47
13,3.66
14,3.87
15,4.0
16,4.14
17,5.01
18,5.36
19,5.46
20,5.98
21,6.21
22,6.65
23,6.8
24,7.27
25,8.45
26,8.59
27,9.31
28,11.02
29,11.23
30,11.88
31,12.32
32,12.94
33,13.02
34,13.55
35,14.02
36,15.96
37,16.55
38,16.72
39,18.02
40,18.68
41,19.71
42,20.28
43,20.67
44,20.81
45,21.02
46,21.92
47,22.02
48,22.44
49,23.02
50,23.55
51,24.02
52,24.17
53,26.89
54,27.61
55,27.8
56,28.02
57,28.23
58,28.75
59,29.02
60,29.31
61,30.02
62,30.34
63,32.26
64,32.34
65,32.84
66,32.91
67,35.27
68,36.19
69,37.02
70,37.15
71,38.68
72,39.02
73,40.42
74,40.62
75,41.02
76,41.18
77,41.64
78,41.78
79,42.02
80,42.62
81,43.02
82,43.31
83,43.42
84,43.59
85,44.08
86,44.55
87,45.33
88,45.51
89,46.02
90,46.24
91,47.02
92,47.19
93,47.69
94,48.4
95,49.7
96,49.83
97,50.72
98,51.02
99,51.43
100,51.6
101,52.02
102,55.06
103,56.02
104,56.69
105,56.88
106,57.02
107,57.16
108,57.32
109,58.62
110,60.84
111,61.0
112,61.16
113,61.49
114,61.67
115,62.02
116,62.33
117,62.5
118,63.03
119,63.07
120,63.34
121,63.52
122,64.46
123,66.36
124,66.88
125,67.02
126,69.97
127,70.65
128,70.82
129,71.78
130,72.02
131,72.08
132,72.19
133,73.55
134,75.32
135,76.02
136,81.38
137,83.02
138,84.16
139,84.33
140,84.53
141,84.95
142,85.02
143,85.56
144,85.86
145,86.12
146,86.29
147,87.19
148,87.35
149,87.44
150,89.02
151,90.02
152,90.35
153,91.02
154,91.57
155,91.87
156,92.02
157,92.07
158,92.71
159,93.02
160,93.14
161,94.32
162,95.02
163,95.28
164,97.02
165,98.44
166,98.6
167,98.8
168,99.01
169,99.15
170,99.5
171,100.06
172,100.19
173,100.31
174,100.86
175,101.12
176,102.33
177,102.37
178,103.07
179,103.52
180,103.63
181,103.73
182,103.89
183,104.07
184,104.69
185,105.02
186,105.15
187,105.39
188,105.96
189,106.38
190,106.51
191,106.98
192,107.13
193,107.7
194,107.83
195,108.02
196,108.26
197,108.41
198,109.28
199,109.45
200,109.54
201,109.63
202,109.82
203,110.06
204,110.23
205,110.39
206,110.45
207,111.02
208,111.34
209,111.47
210,112.09
211,112.22
212,112.3
213,112.45
214,112.83
215,112.88
216,113.07
217,113.36
218,113.52
219,113.65
220,114.11
221,114.36
222,114.65
223,114.86
224,114.91
225,116.1
226,116.15
227,116.23
228,116.61
229,116.75
230,117.06
231,117.84
232,118.02
233,118.43
234,119.26
235,120.47
236,120.56
237,120.69
238,120.74
239,120.85
240,121.46
241,121.61
242,121.65
243,121.77
244,121.83
245,122.42
246,123.02
247,123.23
248,123.36
249,123.49
250,123.6
251,123.75
252,123.86
253,124.15
254,124.57
255,124.7
256,125.02
257,125.1
258,125.38
259,125.77
260,125.93
261,126.02
262,126.25
263,126.59
264,126.77
265,127.02
266,127.29
267,127.4
268,127.55
269,127.81
270,127.86
271,128.02
272,128.24
273,128.5
274,128.9
275,129.02
276,129.41
277,129.55
278,129.82
279,131.58
280,131.65
281,132.75
282,133.02
283,133.07
284,133.16
285,133.37
286,133.84
287,134.28
288,134.6
289,134.77
290,135.2
291,135.45
292,135.63
293,135.75
294,136.19
295,136.43
296,136.57
297,136.77
298,137.14
299,138.02
300,139.01
301,139.43
302,139.52
303,139.88
304,140.02
305,140.54
306,140.79
307,140.89
308,141.26
309,141.62
310,142.11
311,142.97
312,143.02
313,143.49
314,143.62
315,144.0
316,144.26
317,144.55
318,145.02
319,145.17
320,145.23
321,146.02
322,147.02
323,150.7
324,150.87
325,153.73
326,153.79
327,154.02
328,154.91
329,156.23
330,156.35
331,156.47
332,156.58
333,156.66
334,156.78
335,157.02
336,157.07
337,158.07
338,158.13
339,158.62
340,158.72
341,158.97
342,159.23
343,159.54
344,159.76
345,160.02
346,161.11
347,161.27
348,161.37
349,161.84
350,162.02
351,162.23
352,162.52
353,162.58
354,162.74
355,162.91
356,163.26
357,163.89
358,163.94
359,164.01
360,164.47
361,164.73
362,165.45
363,165.52
364,166.02
365,166.22
366,166.81
367,166.91
368,167.71
369,168.02
370,168.37
371,169.13
372,169.25
373,169.35
374,169.45
375,169.68
376,169.93
377,170.17
378,170.38
379,170.73
380,170.88
381,171.01
382,171.23
383,171.38
384,171.84
385,172.24
386,172.41
387,172.78
388,172.9
389,173.03
390,173.71
391,173.81
392,173.92
393,173.98
394,174.02
395,174.22
396,174.29
397,174.45
398,174.71
399,174.86
400,175.02
401,175.31
402,175.37
403,175.51
404,175.68
405,175.99
406,176.33
407,176.64
408,176.74
409,177.64
410,177.69
411,177.77
412,177.94
413,177.98
414,178.02
415,178.38
416,178.46
417,178.58
418,178.76
419,178.89
420,178.98
421,179.09
422,179.43
423,179.94
424,180.1
425,180.15
426,180.29
427,180.38
428,180.64
429,180.79
430,181.06
431,181.16
432,181.48
433,181.78
434,181.84
435,182.0
436,182.43
437,183.52
438,184.02
439,184.72
440,184.76
441,184.98
442,185.07
443,185.15
444,186.74
445,186.82
446,186.99
447,187.24
448,188.02
449,188.69
450,188.75
451,189.23
452,189.61
453,189.82
454,191.09
455,191.26
456,191.3
457,191.37
458,191.52
459,191.71
460,192.1
461,192.49
462,193.01
463,193.21
464,194.02
465,194.37
466,194.51
467,194.81
468,195.02
469,195.15
470,195.44
471,195.57
472,195.61
473,195.75
474,195.86
475,195.9
476,196.02
477,196.4
478,196.49
479,197.02
480,197.68
481,197.72
482,197.87
483,198.01
484,198.16
485,198.49
486,198.68
487,198.9
488,200.05
489,200.45
490,200.55
491,200.64
492,202.21
493,202.65
494,202.91
495,203.02
496,203.14
497,203.19
498,203.44
499,203.61
500,204.39
501,204.87
502,205.02
503,205.23
504,205.32
505,205.76
506,205.89
507,206.02
508,206.18
509,206.46
510,206.57
511,206.75
512,207.23
513,207.42
514,207.7
515,207.74
516,207.86
517,208.12
518,209.64
519,209.69
520,210.02
521,210.16
522,211.18
523,211.4
524,211.86
525,212.01
526,212.25
527,212.65
528,212.71
529,213.44
530,213.55
531,213.75
532,213.93
533,214.32
534,214.54
535,214.86
536,217.02
537,217.26
538,219.97
539,222.71
