,0
0,0.07
1,0.39
2,1.93
3,1.98
4,2.09
5,2.28
6,2.48
7,2.62
8,3.09
9,3.85
10,4.12
11,4.55
12,4.61
13,4.76
14,5.17
15,5.51
16,5.55
17,6.17
18,6.24
19,6.32
20,7.39
21,7.95
22,8.01
23,8.47
24,8.51
25,8.75
26,8.79
27,9.02
28,9.11
29,9.27
30,9.34
31,9.61
32,9.68
33,10.02
34,10.51
35,11.03
36,11.18
37,11.28
38,11.46
39,12.42
40,12.47
41,13.33
42,13.39
43,13.56
44,13.78
45,13.92
46,14.27
47,14.38
48,15.99
49,16.12
50,16.53
51,17.01
52,17.56
53,18.1
54,18.67
55,19.27
56,19.48
57,20.1
58,20.56
59,22.06
60,22.42
61,22.48
62,22.85
63,23.76
64,24.05
65,24.15
66,25.51
67,26.27
68,26.54
69,26.93
70,27.49
71,28.15
72,28.41
73,29.36
74,30.97
75,31.42
76,31.96
77,32.31
78,32.4
79,32.75
80,34.41
81,34.63
82,34.86
83,35.33
84,35.75
85,35.79
86,35.87
87,36.39
88,36.46
89,36.86
90,37.05
91,37.11
92,37.17
93,37.32
94,37.72
95,38.08
96,38.53
97,39.3
98,40.17
99,40.23
100,40.54
101,41.36
102,41.93
103,41.98
104,42.14
105,42.18
106,42.54
107,42.6
108,42.98
109,43.03
110,44.36
111,44.44
112,44.59
113,45.15
114,45.2
115,45.64
116,45.7
117,45.85
118,46.11
119,46.37
120,46.43
121,46.51
122,47.0
123,48.63
124,50.8
125,50.97
126,51.09
127,52.12
128,52.54
129,52.91
130,53.31
131,53.53
132,53.75
133,54.07
134,54.74
135,55.12
136,55.22
137,55.26
138,55.36
139,55.47
140,55.88
141,56.22
142,57.0
143,57.67
144,59.03
145,59.2
146,59.71
147,60.0
148,60.97
149,61.36
150,61.75
151,62.48
152,62.56
153,65.38
154,65.48
155,65.82
156,65.91
157,66.16
158,66.99
159,67.76
160,68.14
161,68.51
162,69.11
163,69.36
164,69.84
165,70.18
166,70.6
167,71.34
168,71.39
169,71.52
170,72.01
171,72.1
172,72.16
173,72.2
174,72.85
