C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\gwangseok\woman1_butterfly.txt
SVNote1
Vocal
Solo
Traditional

0.000000








Sequence,Start time,End time,Duration,Type
1,2.549800,3.023700,0.473900,Sound
2,3.023700,3.427400,0.403700,Sound
3,3.425600,3.984600,0.559000,Sound
4,4.261000,4.695400,0.434400,Sound
5,4.739300,5.191300,0.452000,Sound
6,5.153200,5.634400,0.481200,Sound
7,5.976700,6.376000,0.399300,Sound
8,6.402300,6.810300,0.408000,Sound
9,6.827900,7.257900,0.430000,Sound
10,7.257900,7.648400,0.390500,Sound
11,7.725200,8.102500,0.377300,Sound
12,8.131100,8.519400,0.388300,Sound
13,8.519400,8.909900,0.390500,Sound
14,9.416700,9.816000,0.399300,Sound
15,9.855500,10.193000,0.337500,Sound
16,10.228000,10.663000,0.435000,Sound
17,10.680000,11.064000,0.384000,Sound
18,11.119000,11.396000,0.277000,Sound
19,11.560000,11.968000,0.408000,Sound
20,11.999000,12.372000,0.373000,Sound
21,12.909000,13.256000,0.347000,Sound
22,13.295000,13.642000,0.347000,Sound
23,13.756000,14.120000,0.364000,Sound
24,14.164000,14.564000,0.400000,Sound
25,14.616000,14.985000,0.369000,Sound
26,15.020000,15.393000,0.373000,Sound
27,15.432000,15.823000,0.391000,Sound
28,16.332000,16.643000,0.311000,Sound
29,16.731000,17.174000,0.443000,Sound
30,17.192000,17.552000,0.360000,Sound
31,17.574000,17.925000,0.351000,Sound
32,18.078000,18.398000,0.320000,Sound
33,18.451000,18.679000,0.228000,Sound
34,18.850000,19.193000,0.343000,Sound
35,19.675000,20.040000,0.365000,Sound
36,20.066000,20.272000,0.206000,Sound
37,20.487000,20.834000,0.347000,Sound
38,20.864000,21.079000,0.215000,Sound
39,21.294000,21.584000,0.290000,Sound
40,21.707000,22.023000,0.316000,Sound
41,22.154000,22.448000,0.294000,Sound
42,22.870000,23.221000,0.351000,Sound
43,23.308000,23.651000,0.343000,Sound
44,23.703000,24.111000,0.408000,Sound
45,24.493000,24.717000,0.224000,Sound
46,24.884000,25.107000,0.223000,Sound
47,25.296000,25.586000,0.290000,Sound
48,26.081000,26.468000,0.387000,Sound
49,26.468000,26.819000,0.351000,Sound
50,26.854000,27.240000,0.386000,Sound
51,27.288000,27.591000,0.303000,Sound
52,27.736000,28.047000,0.311000,Sound
53,28.183000,28.508000,0.325000,Sound
54,28.565000,28.982000,0.417000,Sound
