C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\dooyong\man6_1_schoolbell.txt
SVNote1
Vocal
Solo
Traditional

0.000000








Sequence,Start time,End time,Duration,Type
1,0.613090,0.749500,0.136410,Sound
2,1.170600,1.556100,0.385500,Sound
3,1.662900,2.125500,0.462600,Sound
4,2.178900,2.552500,0.373600,Sound
5,2.706700,3.098100,0.391400,Sound
6,3.228600,3.661600,0.433000,Sound
7,3.774300,4.426700,0.652400,Sound
8,4.841800,5.262900,0.421100,Sound
9,5.387500,5.790800,0.403300,Sound
10,5.838200,6.372000,0.533800,Sound
11,6.372000,6.852400,0.480400,Sound
12,6.923600,8.258000,1.334400,Sound
13,9.100200,9.473900,0.373700,Sound
14,9.604400,10.091000,0.486600,Sound
15,10.091000,10.571000,0.480000,Sound
16,10.613000,11.111000,0.498000,Sound
17,11.170000,11.662000,0.492000,Sound
18,11.686000,12.220000,0.534000,Sound
19,12.250000,12.831000,0.581000,Sound
20,13.299000,13.720000,0.421000,Sound
21,13.786000,14.308000,0.522000,Sound
22,14.331000,14.741000,0.410000,Sound
23,14.877000,15.292000,0.415000,Sound
24,15.334000,16.490000,1.156000,Sound
25,17.487000,17.659000,0.172000,Sound
26,17.967000,18.418000,0.451000,Sound
27,18.519000,18.969000,0.450000,Sound
28,19.017000,19.420000,0.403000,Sound
29,19.539000,19.930000,0.391000,Sound
30,20.067000,20.505000,0.438000,Sound
31,20.648000,21.253000,0.605000,Sound
32,21.739000,22.178000,0.439000,Sound
33,22.308000,22.712000,0.404000,Sound
34,22.777000,23.334000,0.557000,Sound
35,23.334000,23.797000,0.463000,Sound
36,23.904000,25.043000,1.139000,Sound
37,26.039000,26.525000,0.486000,Sound
38,26.525000,27.006000,0.481000,Sound
39,27.083000,27.279000,0.196000,Sound
40,27.634000,28.133000,0.499000,Sound
41,28.133000,28.601000,0.468000,Sound
42,28.631000,29.111000,0.480000,Sound
43,29.200000,29.681000,0.481000,Sound
44,30.291000,30.748000,0.457000,Sound
45,30.807000,31.282000,0.475000,Sound
46,31.371000,31.816000,0.445000,Sound
47,31.893000,32.314000,0.421000,Sound
48,32.391000,33.595000,1.204000,Sound
