C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\dooyong\man1_butterfly.txt
SVNote1
Vocal
Solo
Traditional

0.000000








Sequence,Start time,End time,Duration,Type
1,2.466100,2.956600,0.490500,Sound
2,3.085700,3.563300,0.477600,Sound
3,3.608500,4.144200,0.535700,Sound
4,4.654000,5.176800,0.522800,Sound
5,5.267200,5.744800,0.477600,Sound
6,5.777000,6.261100,0.484100,Sound
7,6.842000,7.332500,0.490500,Sound
8,7.397000,7.874600,0.477600,Sound
9,7.952100,8.403800,0.451700,Sound
10,8.468400,8.984700,0.516300,Sound
11,9.068600,9.539800,0.471200,Sound
12,9.565600,10.056000,0.490400,Sound
13,10.095000,10.482000,0.387000,Sound
14,11.282000,11.689000,0.407000,Sound
15,11.799000,12.257000,0.458000,Sound
16,12.264000,12.786000,0.522000,Sound
17,12.864000,13.341000,0.477000,Sound
18,13.380000,13.754000,0.374000,Sound
19,13.980000,14.438000,0.458000,Sound
20,14.522000,15.026000,0.504000,Sound
21,15.671000,16.071000,0.400000,Sound
22,16.200000,16.562000,0.362000,Sound
23,16.775000,17.207000,0.432000,Sound
24,17.323000,17.736000,0.413000,Sound
25,17.801000,18.266000,0.465000,Sound
26,18.343000,18.769000,0.426000,Sound
27,18.859000,19.311000,0.452000,Sound
28,20.002000,20.389000,0.387000,Sound
29,20.581000,21.047000,0.466000,Sound
30,21.105000,21.590000,0.485000,Sound
31,21.654000,22.028000,0.374000,Sound
32,22.209000,22.713000,0.504000,Sound
33,22.738000,22.996000,0.258000,Sound
34,23.280000,23.719000,0.439000,Sound
35,24.307000,24.791000,0.484000,Sound
36,24.823000,25.165000,0.342000,Sound
37,25.359000,25.875000,0.516000,Sound
38,25.914000,26.404000,0.490000,Sound
39,26.475000,26.940000,0.465000,Sound
40,27.063000,27.508000,0.445000,Sound
41,27.579000,28.024000,0.445000,Sound
42,28.624000,29.044000,0.420000,Sound
43,29.160000,29.599000,0.439000,Sound
44,29.709000,30.257000,0.548000,Sound
45,30.744000,30.964000,0.220000,Sound
46,31.258000,31.490000,0.232000,Sound
47,31.826000,32.316000,0.490000,Sound
48,32.885000,33.329000,0.444000,Sound
49,33.410000,33.885000,0.475000,Sound
50,33.956000,34.452000,0.496000,Sound
51,34.511000,34.930000,0.419000,Sound
52,35.111000,35.485000,0.374000,Sound
53,35.672000,36.150000,0.478000,Sound
54,36.182000,36.692000,0.510000,Sound
