C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\dooyong\woman2_twinkle.txt
SVNote1
Vocal
Solo
Traditional

0.000000








Sequence,Start time,End time,Duration,Type
1,3.110300,3.399700,0.289400,Sound
2,3.637400,3.885400,0.248000,Sound
3,4.185200,4.469400,0.284200,Sound
4,4.717400,4.996500,0.279100,Sound
5,5.234200,5.694100,0.459900,Sound
6,5.720000,6.205700,0.485700,Sound
7,6.324600,6.856900,0.532300,Sound
8,7.451200,7.936900,0.485700,Sound
9,8.009300,8.464000,0.454700,Sound
10,8.515700,8.763800,0.248100,Sound
11,9.084200,9.528600,0.444400,Sound
12,9.647400,9.890300,0.242900,Sound
13,10.190000,10.676000,0.486000,Sound
14,10.727000,11.187000,0.460000,Sound
15,11.916000,12.174000,0.258000,Sound
16,12.459000,12.753000,0.294000,Sound
17,13.012000,13.518000,0.506000,Sound
18,13.539000,14.086000,0.547000,Sound
19,14.112000,14.572000,0.460000,Sound
20,14.670000,15.187000,0.517000,Sound
21,15.270000,15.730000,0.460000,Sound
22,16.422000,16.769000,0.347000,Sound
23,16.970000,17.254000,0.284000,Sound
24,17.544000,18.050000,0.506000,Sound
25,18.102000,18.603000,0.501000,Sound
26,18.655000,19.110000,0.455000,Sound
27,19.218000,19.704000,0.486000,Sound
28,19.786000,20.236000,0.450000,Sound
29,20.970000,21.301000,0.331000,Sound
30,21.512000,21.761000,0.249000,Sound
31,22.045000,22.355000,0.310000,Sound
32,22.608000,22.882000,0.274000,Sound
33,23.130000,23.605000,0.475000,Sound
34,23.683000,24.148000,0.465000,Sound
35,24.226000,24.804000,0.578000,Sound
36,25.362000,25.884000,0.522000,Sound
37,25.931000,26.365000,0.434000,Sound
38,26.448000,26.711000,0.263000,Sound
39,27.006000,27.430000,0.424000,Sound
40,27.548000,27.879000,0.331000,Sound
41,28.117000,28.608000,0.491000,Sound
42,28.701000,29.285000,0.584000,Sound
