C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\dooyong\man3_twinkle.txt
SVNote1
Vocal
Solo
Traditional

0.000000








Sequence,Start time,End time,Duration,Type
1,1.274600,1.701400,0.426800,Sound
2,1.840200,2.215500,0.375300,Sound
3,2.405800,2.853100,0.447300,Sound
4,3.022800,3.346700,0.323900,Sound
5,3.547300,4.061400,0.514100,Sound
6,4.102600,4.657900,0.555300,Sound
7,4.704200,5.377700,0.673500,Sound
8,5.963900,6.467800,0.503900,Sound
9,6.503800,7.053900,0.550100,Sound
10,7.105400,7.316200,0.210800,Sound
11,7.701800,8.210800,0.509000,Sound
12,8.344500,8.581000,0.236500,Sound
13,8.977000,9.501400,0.524400,Sound
14,9.537400,10.232000,0.694600,Sound
15,10.807000,11.147000,0.340000,Sound
16,11.471000,11.867000,0.396000,Sound
17,12.062000,12.612000,0.550000,Sound
18,12.710000,13.178000,0.468000,Sound
19,13.219000,13.656000,0.437000,Sound
20,13.821000,14.391000,0.570000,Sound
21,14.458000,15.049000,0.591000,Sound
22,15.728000,16.165000,0.437000,Sound
23,16.335000,16.679000,0.344000,Sound
24,16.870000,17.435000,0.565000,Sound
25,17.471000,18.001000,0.530000,Sound
26,18.047000,18.510000,0.463000,Sound
27,18.602000,19.163000,0.561000,Sound
28,19.240000,19.821000,0.581000,Sound
29,20.407000,20.788000,0.381000,Sound
30,20.952000,21.343000,0.391000,Sound
31,21.549000,21.909000,0.360000,Sound
32,22.124000,22.464000,0.340000,Sound
33,22.736000,23.261000,0.525000,Sound
34,23.292000,23.857000,0.565000,Sound
35,23.940000,24.541000,0.601000,Sound
36,25.122000,25.652000,0.530000,Sound
37,25.652000,26.171000,0.519000,Sound
38,26.212000,26.531000,0.319000,Sound
39,26.783000,27.271000,0.488000,Sound
40,27.364000,27.662000,0.298000,Sound
41,27.976000,28.588000,0.612000,Sound
42,28.644000,29.297000,0.653000,Sound
