,0
0,0.051247164607048035
1,0.23501133918762207
2,0.2969614565372467
3,0.6184126734733582
4,0.887437641620636
5,1.0549659729003906
6,1.1691609621047974
7,1.3449887037277222
8,1.5954195261001587
9,1.715238094329834
10,1.7724262475967407
11,1.8893877267837524
12,1.9453967809677124
13,2.0812244415283203
14,2.215646266937256
15,2.806394577026367
16,3.895510196685791
17,3.9651246070861816
18,4.419364929199219
19,5.498140811920166
20,6.287845611572266
21,7.0097503662109375
22,7.287483215332031
23,8.079999923706055
24,9.1009521484375
25,10.01111125946045
26,11.01111125946045
27,12.011927604675293
28,12.790748596191406
29,13.038322448730469
30,13.720907211303711
31,13.972063064575195
32,14.507528305053711
33,14.7456693649292
34,15.010294914245605
35,15.184444427490234
36,15.51913833618164
37,16.009796142578125
38,16.78458023071289
39,16.84058952331543
40,16.94662094116211
41,17.011201858520508
42,17.25836753845215
43,17.669479370117188
44,18.01088523864746
45,18.069841384887695
46,18.44635009765625
47,19.967121124267578
48,20.514013290405273
49,21.066892623901367
50,21.369205474853516
51,21.471654891967773
52,21.774738311767578
53,22.00897979736328
54,23.011837005615234
55,23.76194953918457
56,24.008071899414062
57,24.604082107543945
58,25.009977340698242
59,25.18494415283203
60,25.939863204956055
61,26.011201858520508
62,27.39483070373535
63,27.749704360961914
64,28.028480529785156
65,28.457914352416992
66,28.810749053955078
67,28.95619010925293
68,29.010250091552734
69,30.16145133972168
70,30.245622634887695
71,31.005895614624023
72,31.472200393676758
73,31.69537353515625
74,32.008663177490234
75,33.174015045166016
76,33.23746109008789
77,34.01242446899414
78,34.584808349609375
79,35.015193939208984
80,35.34634780883789
81,36.142948150634766
82,36.65029525756836
83,36.86122512817383
84,37.01011276245117
85,37.218231201171875
86,37.29981994628906
87,37.56902313232422
88,38.00875473022461
89,38.8886604309082
90,38.960636138916016
91,39.311744689941406
92,39.629207611083984
93,40.00879669189453
94,40.298866271972656
95,40.880088806152344
96,41.007938385009766
97,42.0852165222168
98,42.250431060791016
99,42.66222381591797
100,42.94884490966797
101,43.00703048706055
102,44.27555465698242
103,45.008026123046875
104,46.30802536010742
105,46.96839141845703
106,47.844669342041016
107,48.17528533935547
108,48.526756286621094
109,48.840362548828125
110,49.01424026489258
111,49.18058776855469
112,49.48145294189453
113,50.016143798828125
114,50.76430892944336
115,51.011383056640625
116,51.09333419799805
117,51.80666732788086
118,52.012290954589844
119,52.692970275878906
120,53.0517463684082
121,53.42952346801758
122,53.52988815307617
123,53.8551025390625
124,54.00725555419922
125,54.200862884521484
126,54.50276565551758
127,54.84222412109375
128,55.015464782714844
129,55.155601501464844
130,55.45627975463867
131,56.08430862426758
132,56.37791442871094
133,57.60521697998047
134,58.01192855834961
135,58.51283264160156
136,58.68208694458008
137,58.833831787109375
138,59.010475158691406
139,59.223445892333984
140,59.42902374267578
141,59.62712097167969
142,60.06961441040039
143,60.20576095581055
144,60.310203552246094
145,60.489341735839844
146,60.66231155395508
147,60.79841232299805
148,60.899227142333984
149,61.01709747314453
150,61.370113372802734
151,61.621360778808594
152,61.744171142578125
153,61.96798324584961
154,62.74235916137695
155,63.24852752685547
156,63.300045013427734
157,63.50975036621094
158,63.982948303222656
159,64.08489990234375
160,64.26054382324219
161,64.6620864868164
162,64.93450927734375
163,65.28948211669922
164,65.46762084960938
165,65.59786987304688
166,65.71206665039062
167,65.80471801757812
168,65.86018371582031
169,66.44612121582031
170,66.69637298583984
171,66.7927474975586
172,66.95732116699219
173,67.21587371826172
174,67.60585021972656
175,67.69346618652344
176,67.92526245117188
177,68.00997924804688
178,68.33061218261719
179,68.44898223876953
180,68.64575958251953
181,69.06703186035156
182,69.39559936523438
183,69.72322082519531
184,69.83102416992188
185,69.95941162109375
186,70.01065826416016
187,70.31269836425781
188,70.36322021484375
189,70.46449279785156
190,70.57755279541016
191,70.9662094116211
192,71.31388092041016
193,71.58621215820312
194,71.67265319824219
195,71.8143310546875
196,72.9633560180664
197,73.01410675048828
198,73.25410461425781
199,73.57210540771484
200,73.85909271240234
201,73.95904541015625
202,74.01106262207031
203,74.1458969116211
204,74.20716857910156
205,74.490478515625
206,74.568115234375
207,74.68743896484375
208,75.01124572753906
209,75.09728240966797
210,75.23387908935547
211,75.65782165527344
212,75.78548431396484
213,76.0093002319336
214,76.06376647949219
215,76.22847747802734
216,76.54884338378906
217,76.81922912597656
218,76.91188049316406
219,77.0053939819336
220,77.21918487548828
221,77.49079132080078
222,77.71360778808594
223,77.76920318603516
224,78.02535247802734
225,78.35379028320312
226,78.56439971923828
227,79.33056640625
228,79.5219955444336
229,79.66571807861328
230,79.92050170898438
231,80.00897979736328
232,80.08172607421875
233,80.27428436279297
234,80.58916473388672
235,80.7092514038086
236,80.96353912353516
237,81.0146484375
238,81.14412689208984
239,81.35533142089844
240,81.46897888183594
241,81.80045318603516
242,82.01033782958984
243,82.12721252441406
244,83.08870697021484
245,83.51773071289062
246,83.60557556152344
247,83.86231231689453
248,84.00902557373047
249,84.59333038330078
250,85.0025405883789
251,85.32063293457031
252,85.64830017089844
253,85.76380920410156
254,86.09451293945312
255,86.20902252197266
256,86.39909362792969
257,86.47183990478516
258,86.81143188476562
259,86.92943572998047
260,87.03228759765625
261,87.30435180664062
262,87.81859588623047
263,87.87437438964844
264,88.07945251464844
265,88.98149871826172
266,89.2519302368164
267,89.51763916015625
268,89.64557647705078
269,89.84607696533203
270,90.00784301757812
271,90.26380920410156
272,90.37982177734375
273,90.94852447509766
274,91.00852966308594
275,92.28589630126953
276,92.77178955078125
277,93.00979614257812
278,93.22802734375
279,94.0124282836914
280,94.76639556884766
281,94.88575744628906
282,94.94657897949219
283,95.13410186767578
284,95.2066650390625
285,95.4662094116211
286,95.94267272949219
287,96.44249725341797
288,96.93877410888672
289,97.01016235351562
290,97.29691314697266
291,97.4263916015625
292,97.56480407714844
293,97.63882446289062
294,98.08135986328125
295,98.20489501953125
296,98.54893493652344
297,99.02603149414062
298,99.27265167236328
299,99.34194946289062
300,99.79827880859375
301,100.01854705810547
302,100.0710220336914
303,100.17909240722656
304,100.23406219482422
305,100.597412109375
306,100.67011260986328
307,100.92938995361328
308,101.03351593017578
309,101.55333709716797
310,101.79170227050781
311,101.99433135986328
312,102.08326721191406
313,102.15845489501953
314,102.32571411132812
315,102.46004486083984
316,102.6764144897461
317,102.79655456542969
318,103.00852966308594
319,103.18539428710938
320,103.325439453125
321,103.4978256225586
322,103.68263244628906
323,104.01024627685547
324,104.09496307373047
325,104.20671081542969
326,104.31419372558594
327,104.82548522949219
328,104.9043960571289
329,104.97904968261719
330,105.10167694091797
331,105.76009368896484
332,105.81101989746094
333,105.87574005126953
334,106.01873016357422
335,106.32694244384766
336,106.51142883300781
337,106.86748504638672
338,106.9923324584961
339,107.06095123291016
340,107.21773529052734
341,107.36104583740234
342,107.54280853271484
343,107.6134262084961
344,107.74153900146484
345,108.0047607421875
346,108.3639907836914
347,108.7745132446289
348,108.8283462524414
349,109.061767578125
350,109.1282958984375
351,109.44353485107422
352,109.54380798339844
353,109.75823211669922
354,109.96421813964844
355,110.91474151611328
356,110.9716567993164
357,111.25120544433594
358,111.35052490234375
359,111.63143157958984
360,111.75877380371094
361,112.00961303710938
362,112.36000061035156
363,112.42829895019531
364,112.63469696044922
365,112.73609924316406
366,112.9717025756836
367,113.84194946289062
368,113.94026947021484
369,114.00911712646484
370,114.07256317138672
371,114.13895416259766
372,114.2767333984375
373,114.35496520996094
374,114.58798217773438
375,114.80303955078125
376,115.2388687133789
377,115.65165710449219
378,115.96072387695312
379,116.0722885131836
380,116.2551040649414
381,116.99705505371094
382,117.27864074707031
383,117.37002563476562
384,117.87224578857422
385,118.01546478271484
386,118.10530853271484
387,118.46385192871094
388,118.56707763671875
