C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\sanghee\man4_butterfly.txt
SVNote1
Vocal
Solo
Traditional

0.000000








Sequence,Start time,End time,Duration,Type
1,1.838100,2.378400,0.540300,Sound
2,2.437300,2.875300,0.438000,Sound
3,2.934300,3.455100,0.520800,Sound
4,3.937900,4.429500,0.491600,Sound
5,4.493400,4.897200,0.403800,Sound
6,4.941600,5.433200,0.491600,Sound
7,5.940400,6.422200,0.481800,Sound
8,6.490900,6.875300,0.384400,Sound
9,6.939200,7.338200,0.399000,Sound
10,7.392300,7.864400,0.472100,Sound
11,7.928200,8.322300,0.394100,Sound
12,8.371600,8.790100,0.418500,Sound
13,8.853900,9.223700,0.369800,Sound
14,9.867300,10.315000,0.447700,Sound
15,10.374000,10.827000,0.453000,Sound
16,10.847000,11.328000,0.481000,Sound
17,11.373000,11.821000,0.448000,Sound
18,11.865000,12.308000,0.443000,Sound
19,12.328000,12.756000,0.428000,Sound
20,12.805000,13.204000,0.399000,Sound
21,13.848000,14.213000,0.365000,Sound
22,14.306000,14.656000,0.350000,Sound
23,14.812000,15.197000,0.385000,Sound
24,15.261000,15.718000,0.457000,Sound
25,15.772000,16.201000,0.429000,Sound
26,16.250000,16.659000,0.409000,Sound
27,16.703000,17.107000,0.404000,Sound
28,17.789000,18.169000,0.380000,Sound
29,18.277000,18.671000,0.394000,Sound
30,18.715000,19.134000,0.419000,Sound
31,19.193000,19.572000,0.379000,Sound
32,19.733000,19.962000,0.229000,Sound
33,20.172000,20.464000,0.292000,Sound
34,20.654000,21.078000,0.424000,Sound
35,21.575000,21.954000,0.379000,Sound
36,21.999000,22.266000,0.267000,Sound
37,22.457000,22.870000,0.413000,Sound
38,22.929000,23.309000,0.380000,Sound
39,23.329000,23.733000,0.404000,Sound
40,23.850000,24.220000,0.370000,Sound
41,24.240000,24.688000,0.448000,Sound
42,25.205000,25.535000,0.330000,Sound
43,25.638000,26.062000,0.424000,Sound
44,26.116000,26.534000,0.418000,Sound
45,27.017000,27.280000,0.263000,Sound
46,27.456000,27.694000,0.238000,Sound
47,27.918000,28.278000,0.360000,Sound
48,28.844000,29.190000,0.346000,Sound
49,29.273000,29.623000,0.350000,Sound
50,29.668000,30.062000,0.394000,Sound
51,30.126000,30.515000,0.389000,Sound
52,30.676000,31.002000,0.326000,Sound
53,31.158000,31.553000,0.395000,Sound
54,31.612000,32.210000,0.598000,Sound
