C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\sanghee\man2_twinkle.txt
SVNote1
Vocal
Solo
Traditional

0.000000








Sequence,Start time,End time,Duration,Type
1,3.538300,3.914800,0.376500,Sound
2,4.050900,4.351300,0.300400,Sound
3,4.495500,4.908000,0.412500,Sound
4,4.988100,5.324500,0.336400,Sound
5,5.472700,5.949300,0.476600,Sound
6,5.969300,6.401900,0.432600,Sound
7,6.457900,7.058700,0.600800,Sound
8,7.459200,7.923700,0.464500,Sound
9,7.979800,8.348300,0.368500,Sound
10,8.420300,8.712700,0.292400,Sound
11,8.880900,9.281400,0.400500,Sound
12,9.381500,9.701900,0.320400,Sound
13,9.938200,10.327000,0.388800,Sound
14,10.363000,10.879000,0.516000,Sound
15,11.368000,11.660000,0.292000,Sound
16,11.821000,12.145000,0.324000,Sound
17,12.309000,12.754000,0.445000,Sound
18,12.838000,13.210000,0.372000,Sound
19,13.270000,13.639000,0.369000,Sound
20,13.755000,14.212000,0.457000,Sound
21,14.268000,14.772000,0.504000,Sound
22,15.249000,15.645000,0.396000,Sound
23,15.745000,16.074000,0.329000,Sound
24,16.250000,16.679000,0.429000,Sound
25,16.747000,17.147000,0.400000,Sound
26,17.187000,17.584000,0.397000,Sound
27,17.704000,18.144000,0.440000,Sound
28,18.228000,18.681000,0.453000,Sound
29,19.186000,19.558000,0.372000,Sound
30,19.642000,19.983000,0.341000,Sound
31,20.107000,20.563000,0.456000,Sound
32,20.643000,20.984000,0.341000,Sound
33,21.124000,21.573000,0.449000,Sound
34,21.609000,22.037000,0.428000,Sound
35,22.077000,22.650000,0.573000,Sound
36,23.082000,23.543000,0.461000,Sound
37,23.563000,23.992000,0.429000,Sound
38,24.056000,24.368000,0.312000,Sound
39,24.532000,24.965000,0.433000,Sound
40,25.037000,25.325000,0.288000,Sound
41,25.562000,25.966000,0.404000,Sound
42,26.018000,26.643000,0.625000,Sound
