C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\sanghee\woman3_twinkle.txt
SVNote1
Vocal
Solo
Traditional

0.000000








Sequence,Start time,End time,Duration,Type
1,0.884600,1.213500,0.328900,Sound
2,1.360000,1.610300,0.250300,Sound
3,1.770500,2.068600,0.298100,Sound
4,2.242500,2.503000,0.260500,Sound
5,2.680400,3.050300,0.369900,Sound
6,3.114800,3.512100,0.397300,Sound
7,3.573100,3.987500,0.414400,Sound
8,4.472700,4.842600,0.369900,Sound
9,4.900300,5.171000,0.270700,Sound
10,5.290200,5.574600,0.284400,Sound
11,5.762200,6.166400,0.404200,Sound
12,6.217100,6.484500,0.267400,Sound
13,6.672100,7.011200,0.339100,Sound
14,7.072300,7.442200,0.369900,Sound
15,7.992400,8.242600,0.250200,Sound
16,8.433600,8.711200,0.277600,Sound
17,8.837200,9.179800,0.342600,Sound
18,9.240900,9.590300,0.349400,Sound
19,9.661600,10.018000,0.356400,Sound
20,10.120000,10.480000,0.360000,Sound
21,10.554000,10.856000,0.302000,Sound
22,11.451000,11.745000,0.294000,Sound
23,11.888000,12.139000,0.251000,Sound
24,12.323000,12.706000,0.383000,Sound
25,12.761000,13.096000,0.335000,Sound
26,13.174000,13.510000,0.336000,Sound
27,13.626000,13.999000,0.373000,Sound
28,14.064000,14.379000,0.315000,Sound
29,14.974000,15.316000,0.342000,Sound
30,15.476000,15.682000,0.206000,Sound
31,15.866000,16.185000,0.319000,Sound
32,16.355000,16.582000,0.227000,Sound
33,16.810000,17.177000,0.367000,Sound
34,17.259000,17.608000,0.349000,Sound
35,17.655000,18.073000,0.418000,Sound
36,18.528000,18.952000,0.424000,Sound
37,19.013000,19.277000,0.264000,Sound
38,19.393000,19.684000,0.291000,Sound
39,19.844000,20.225000,0.381000,Sound
40,20.275000,20.563000,0.288000,Sound
41,20.795000,21.083000,0.288000,Sound
42,21.148000,21.483000,0.335000,Sound
