C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\sanghee\man5_schoolbell.txt
SVNote1
Vocal
Solo
Traditional

0.000000








Sequence,Start time,End time,Duration,Type
1,1.363200,1.529400,0.166200,Sound
2,1.807200,2.260000,0.452800,Sound
3,2.346800,2.780500,0.433700,Sound
4,2.800500,3.110000,0.309500,Sound
5,3.249300,3.587500,0.338200,Sound
6,3.726800,4.103200,0.376400,Sound
7,4.223500,4.838500,0.615000,Sound
8,5.202400,5.626400,0.424000,Sound
9,5.708500,6.161300,0.452800,Sound
10,6.214700,6.576700,0.362000,Sound
11,6.639700,7.078100,0.438400,Sound
12,7.150600,8.458100,1.307500,Sound
13,9.027200,9.417900,0.390700,Sound
14,9.495200,9.928800,0.433600,Sound
15,9.948800,10.387000,0.438200,Sound
16,10.460000,10.908000,0.448000,Sound
17,10.985000,11.409000,0.424000,Sound
18,11.477000,11.877000,0.400000,Sound
19,11.954000,12.555000,0.601000,Sound
20,12.957000,13.400000,0.443000,Sound
21,13.468000,13.897000,0.429000,Sound
22,13.969000,14.336000,0.367000,Sound
23,14.418000,14.871000,0.453000,Sound
24,14.953000,16.084000,1.131000,Sound
25,16.849000,17.072000,0.223000,Sound
26,17.322000,17.793000,0.471000,Sound
27,17.866000,18.266000,0.400000,Sound
28,18.286000,18.639000,0.353000,Sound
29,18.768000,19.116000,0.348000,Sound
30,19.236000,19.618000,0.382000,Sound
31,19.719000,20.401000,0.682000,Sound
32,20.745000,21.169000,0.424000,Sound
33,21.247000,21.709000,0.462000,Sound
34,21.758000,22.163000,0.405000,Sound
35,22.216000,22.655000,0.439000,Sound
36,22.727000,24.125000,1.398000,Sound
37,24.671000,25.095000,0.424000,Sound
38,25.148000,25.582000,0.434000,Sound
39,25.649000,25.878000,0.229000,Sound
40,26.127000,26.551000,0.424000,Sound
41,26.647000,27.005000,0.358000,Sound
42,27.134000,27.549000,0.415000,Sound
43,27.641000,28.194000,0.553000,Sound
44,28.586000,29.053000,0.467000,Sound
45,29.111000,29.564000,0.453000,Sound
46,29.622000,30.066000,0.444000,Sound
47,30.086000,30.505000,0.419000,Sound
48,30.592000,31.732000,1.140000,Sound
