C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Kristes_Shobasa_Vadidebdet.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,0.069660,0.069660,Silent
2,0.092880,0.116100,0.023220,Transition
3,0.139320,0.510839,0.371519,Sound
4,0.534059,0.557279,0.023220,Transition
5,0.580499,2.321995,1.741497,Sound
6,2.345215,2.368435,0.023220,Transition
7,2.391655,2.484535,0.092880,Sound
8,2.507755,2.530975,0.023220,Transition
9,2.554195,2.647075,0.092880,Sound
10,2.670295,2.739955,0.069660,Transition
11,2.763175,2.809615,0.046440,Sound
12,2.832834,2.879274,0.046440,Transition
13,2.902494,2.972154,0.069660,Silent
14,2.995374,3.088254,0.092880,Transition
15,3.111474,3.924172,0.812698,Silent
16,3.947392,3.970612,0.023220,Transition
17,3.993832,4.133152,0.139320,Sound
18,4.156372,4.202812,0.046440,Transition
19,4.226032,5.201270,0.975238,Sound
20,5.224490,5.270930,0.046440,Transition
21,5.294150,5.526349,0.232200,Sound
22,5.549569,5.619229,0.069660,Transition
23,5.642449,5.781769,0.139320,Sound
24,5.804989,5.897868,0.092880,Transition
25,5.921088,5.944308,0.023220,Sound
26,5.967528,6.037188,0.069660,Transition
27,6.060408,6.594467,0.534059,Sound
28,6.617687,6.757007,0.139320,Transition
29,6.780227,6.896327,0.116100,Sound
30,6.919546,7.407166,0.487619,Sound
31,7.430385,7.523265,0.092880,Transition
32,7.546485,7.941224,0.394739,Sound
33,7.964444,8.080544,0.116100,Transition
34,8.103764,8.243084,0.139320,Sound
35,8.266304,8.405624,0.139320,Sound
36,8.428844,8.544943,0.116100,Transition
37,8.568163,9.287982,0.719819,Sound
38,9.311202,9.404082,0.092880,Transition
39,9.427302,9.682721,0.255420,Sound
40,9.705941,9.775601,0.069660,Transition
41,9.798821,9.868481,0.069660,Silent
42,9.891701,9.938141,0.046440,Transition
43,9.961361,11.865400,1.904039,Sound
44,11.888620,11.935060,0.046440,Transition
45,11.958280,12.422680,0.464400,Sound
46,12.445900,12.469120,0.023220,Transition
47,12.492340,13.026400,0.534060,Sound
48,13.049620,13.072830,0.023210,Transition
49,13.096050,13.258590,0.162540,Sound
50,13.281810,13.421130,0.139320,Transition
51,13.444350,13.815870,0.371520,Sound
52,13.839090,13.908750,0.069660,Transition
53,13.931970,14.210610,0.278640,Sound
54,14.233830,14.257050,0.023220,Transition
55,14.280270,14.837550,0.557280,Sound
56,14.860770,14.976870,0.116100,Transition
57,15.000090,15.928890,0.928800,Sound
58,15.952110,16.021770,0.069660,Transition
59,16.044990,16.439730,0.394740,Sound
60,16.462950,16.555830,0.092880,Transition
61,16.579050,17.322090,0.743040,Sound
62,17.345310,17.438190,0.092880,Transition
63,17.461410,18.227660,0.766250,Sound
64,18.250880,18.320540,0.069660,Transition
65,18.343760,18.552740,0.208980,Sound
66,18.575960,18.668840,0.092880,Transition
67,18.692060,19.040360,0.348300,Sound
68,19.063580,19.086800,0.023220,Transition
69,19.110020,19.597640,0.487620,Sound
70,19.620860,19.644080,0.023220,Transition
71,19.667300,20.108480,0.441180,Sound
72,20.131700,20.201360,0.069660,Transition
73,20.224580,20.387120,0.162540,Sound
74,20.410340,20.526440,0.116100,Transition
75,20.549660,20.619320,0.069660,Sound
76,20.642540,20.712200,0.069660,Sound
77,20.735420,20.805080,0.069660,Transition
78,20.828300,21.083720,0.255420,Sound
79,21.106940,21.223040,0.116100,Transition
80,21.246260,21.571340,0.325080,Sound
81,21.594560,21.664220,0.069660,Transition
82,21.687440,21.919640,0.232200,Sound
83,21.942860,22.035740,0.092880,Transition
84,22.058960,22.523360,0.464400,Sound
85,22.546580,22.639460,0.092880,Transition
86,22.662680,22.778780,0.116100,Sound
87,22.802000,22.848440,0.046440,Transition
88,22.871660,24.334510,1.462850,Sound
89,24.357730,24.404170,0.046440,Transition
90,24.427390,24.613150,0.185760,Sound
91,24.636370,24.706030,0.069660,Transition
92,24.729250,25.147210,0.417960,Sound
93,25.170430,25.240090,0.069660,Transition
94,25.263310,25.356190,0.092880,Sound
95,25.379410,25.541950,0.162540,Transition
96,25.565170,25.658050,0.092880,Silent
97,25.681270,25.704490,0.023220,Transition
98,25.727710,26.192110,0.464400,Sound
99,26.215330,26.331430,0.116100,Transition
100,26.354650,26.842270,0.487620,Sound
101,26.865490,27.028030,0.162540,Transition
102,27.051250,27.144130,0.092880,Sound
103,27.167350,27.190570,0.023220,Transition
104,27.213790,27.771070,0.557280,Sound
105,27.794290,27.887170,0.092880,Transition
106,27.910390,27.910390,0.000000,Sound
107,27.933610,28.003270,0.069660,Transition
108,28.026490,28.189030,0.162540,Sound
109,28.212250,28.328350,0.116100,Transition
110,28.351570,28.746300,0.394730,Silent
111,28.769520,29.001720,0.232200,Transition
112,29.024940,29.419680,0.394740,Sound
113,29.442900,29.466120,0.023220,Transition
114,29.489340,30.069840,0.580500,Sound
115,30.093060,30.209160,0.116100,Transition
116,30.232380,30.278820,0.046440,Sound
117,30.302040,30.418140,0.116100,Sound
118,30.441360,30.534240,0.092880,Transition
119,30.557460,30.859320,0.301860,Sound
120,30.882540,30.998640,0.116100,Transition
121,31.021860,31.184400,0.162540,Sound
122,31.207620,31.230840,0.023220,Transition
123,31.254060,32.159640,0.905580,Sound
124,32.182860,32.322180,0.139320,Transition
125,32.345400,32.368620,0.023220,Sound
126,32.391840,32.809800,0.417960,Sound
127,32.833020,32.856240,0.023220,Transition
128,32.879460,33.343860,0.464400,Sound
129,33.367080,33.459960,0.092880,Transition
130,33.483180,34.226210,0.743030,Sound
131,34.249430,34.365530,0.116100,Transition
132,34.388750,34.411970,0.023220,Sound
133,34.435190,34.574510,0.139320,Transition
134,34.597730,34.829930,0.232200,Sound
135,34.853150,34.946030,0.092880,Transition
136,34.969250,35.224670,0.255420,Sound
