C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Tsmindao_Tsmindao.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,0.116100,0.116100,Silent
2,0.139320,0.162540,0.023220,Transition
3,0.185760,0.882358,0.696599,Sound
4,0.905578,0.928798,0.023220,Transition
5,0.952018,1.880816,0.928798,Sound
6,1.904036,1.927256,0.023220,Transition
7,1.950476,2.972154,1.021678,Sound
8,2.995374,3.018594,0.023220,Transition
9,3.041814,3.506213,0.464399,Sound
10,3.529433,3.575873,0.046440,Transition
11,3.599093,4.272472,0.673379,Sound
12,4.295692,4.365351,0.069660,Transition
13,4.388571,4.411791,0.023220,Sound
14,4.435011,4.481451,0.046440,Transition
15,4.504671,4.829751,0.325079,Sound
16,4.852971,4.876190,0.023220,Transition
17,4.899410,6.640907,1.741497,Sound
18,6.664127,6.780227,0.116100,Transition
19,6.803447,6.826667,0.023220,Sound
20,6.849887,7.314286,0.464399,Sound
21,7.337506,7.383946,0.046440,Transition
22,7.407166,8.219864,0.812698,Sound
23,8.243084,8.312744,0.069660,Transition
24,8.335964,8.544943,0.208980,Sound
25,8.568163,8.614603,0.046440,Transition
26,8.637823,8.962902,0.325079,Sound
27,8.986122,9.032562,0.046440,Transition
28,9.055782,9.450522,0.394739,Sound
29,9.473741,9.520181,0.046440,Transition
30,9.543401,9.659501,0.116100,Silent
31,9.682721,9.752381,0.069660,Transition
32,9.775601,9.938141,0.162540,Sound
33,9.961361,10.007800,0.046439,Transition
34,10.031020,10.820500,0.789480,Sound
35,10.843720,10.866940,0.023220,Transition
36,10.890160,11.424220,0.534060,Sound
37,11.447440,11.517100,0.069660,Transition
38,11.540320,12.213700,0.673380,Sound
39,12.236920,12.260140,0.023220,Transition
40,12.283360,12.840640,0.557280,Sound
41,12.863860,12.910300,0.046440,Transition
42,12.933520,14.001630,1.068110,Sound
43,14.024850,14.071290,0.046440,Transition
