C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Gushin_Shentana.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,0.116100,0.116100,Silent
2,0.139320,0.162540,0.023220,Transition
3,0.185760,1.091338,0.905578,Silent
4,1.114558,1.137778,0.023220,Transition
5,1.160998,1.416417,0.255420,Sound
6,1.439637,1.532517,0.092880,Transition
7,1.555737,1.671837,0.116100,Sound
8,1.695057,1.741497,0.046440,Transition
9,1.764717,1.904036,0.139320,Sound
10,1.927256,2.089796,0.162540,Transition
11,2.113016,2.229116,0.116100,Silent
12,2.252336,2.298776,0.046440,Transition
13,2.321995,2.391655,0.069660,Sound
14,2.414875,2.438095,0.023220,Transition
15,2.461315,2.600635,0.139320,Sound
16,2.623855,2.647075,0.023220,Transition
17,2.670295,2.786395,0.116100,Silent
18,2.809615,2.856054,0.046440,Transition
19,2.879274,2.972154,0.092880,Sound
20,2.995374,3.041814,0.046440,Transition
21,3.065034,3.181134,0.116100,Silent
22,3.204354,3.227574,0.023220,Transition
23,3.250794,3.366893,0.116100,Sound
24,3.390113,3.459773,0.069660,Transition
25,3.482993,3.645533,0.162540,Silent
26,3.668753,3.715193,0.046440,Transition
27,3.738413,4.435011,0.696599,Sound
28,4.458231,4.760091,0.301859,Transition
29,4.783311,5.410249,0.626939,Sound
30,5.433469,5.456689,0.023220,Transition
31,5.479909,5.619229,0.139320,Sound
32,5.642449,5.735329,0.092880,Transition
33,5.758549,5.897868,0.139320,Sound
34,5.921088,5.944308,0.023220,Transition
35,5.967528,6.478367,0.510839,Sound
36,6.501587,6.594467,0.092880,Transition
37,6.617687,6.942766,0.325079,Sound
38,6.965986,7.082086,0.116100,Transition
39,7.105306,7.151746,0.046440,Sound
40,7.174966,7.825125,0.650159,Sound
41,7.848345,7.894785,0.046440,Transition
42,7.918005,8.382404,0.464399,Sound
43,8.405624,8.498503,0.092880,Transition
44,8.521723,9.868481,1.346757,Sound
