C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Aksios.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,0.046440,0.046440,Silent
2,0.069660,0.092880,0.023220,Transition
3,0.116100,1.253878,1.137778,Sound
4,1.277098,1.300317,0.023220,Transition
5,1.323537,1.416417,0.092880,Sound
6,1.439637,1.509297,0.069660,Transition
7,1.532517,1.555737,0.023220,Silent
8,1.578957,1.625397,0.046440,Transition
9,1.648617,2.113016,0.464399,Sound
10,2.136236,2.205896,0.069660,Transition
11,2.229116,2.879274,0.650159,Sound
12,2.902494,3.018594,0.116100,Transition
13,3.041814,3.088254,0.046440,Sound
14,3.111474,3.181134,0.069660,Silent
15,3.204354,3.250794,0.046440,Transition
16,3.274014,3.900952,0.626939,Sound
17,3.924172,3.947392,0.023220,Transition
18,3.970612,4.040272,0.069660,Sound
19,4.063492,4.086712,0.023220,Transition
20,4.109932,5.712109,1.602177,Sound
21,5.735329,5.851429,0.116100,Transition
22,5.874649,5.944308,0.069660,Sound
23,5.967528,5.990748,0.023220,Transition
24,6.013968,6.199728,0.185760,Sound
25,6.222948,6.246168,0.023220,Transition
26,6.269388,7.964444,1.695057,Sound
27,7.987664,8.080544,0.092880,Transition
28,8.103764,8.521723,0.417959,Sound
29,8.544943,8.661043,0.116100,Transition
30,8.684263,8.707483,0.023220,Sound
31,8.730703,8.823583,0.092880,Sound
32,8.846803,8.962902,0.116100,Transition
33,8.986122,9.264762,0.278639,Sound
34,9.287982,9.334422,0.046440,Transition
35,9.357642,9.914921,0.557279,Sound
36,9.938141,10.031020,0.092879,Transition
37,10.054240,10.193560,0.139320,Sound
38,10.216780,10.309660,0.092880,Transition
39,10.332880,10.541860,0.208980,Sound
40,10.565080,10.634740,0.069660,Transition
41,10.657960,11.168800,0.510840,Sound
42,11.192020,11.215240,0.023220,Transition
43,11.238460,11.517100,0.278640,Sound
44,11.540320,11.563540,0.023220,Transition
45,11.586760,12.353020,0.766260,Sound
46,12.376240,12.492340,0.116100,Transition
47,12.515560,12.933520,0.417960,Sound
48,12.956740,13.026400,0.069660,Transition
49,13.049620,13.699770,0.650150,Sound
50,13.722990,13.746210,0.023220,Transition
51,13.769430,14.257050,0.487620,Sound
52,14.280270,14.303490,0.023220,Transition
53,14.326710,14.651790,0.325080,Sound
54,14.675010,14.744670,0.069660,Transition
55,14.767890,15.673470,0.905580,Sound
56,15.696690,15.812790,0.116100,Transition
57,15.836010,15.882450,0.046440,Sound
58,15.905670,16.277190,0.371520,Sound
59,16.300410,16.370070,0.069660,Transition
60,16.393290,16.648710,0.255420,Sound
61,16.671930,16.695150,0.023220,Transition
62,16.718370,17.159550,0.441180,Sound
63,17.182770,17.229210,0.046440,Transition
64,17.252430,17.507850,0.255420,Sound
65,17.531070,17.554290,0.023220,Transition
66,17.577510,17.856150,0.278640,Sound
67,17.879370,17.902590,0.023220,Transition
68,17.925810,18.320540,0.394730,Sound
69,18.343760,18.390200,0.046440,Transition
70,18.413420,18.459860,0.046440,Sound
71,18.483080,18.506300,0.023220,Transition
72,18.529520,18.668840,0.139320,Sound
73,18.692060,18.784940,0.092880,Transition
74,18.808160,18.993920,0.185760,Sound
75,19.017140,19.110020,0.092880,Transition
76,19.133240,19.295780,0.162540,Sound
77,19.319000,19.435100,0.116100,Transition
78,19.458320,19.644080,0.185760,Sound
79,19.667300,19.760180,0.092880,Transition
80,19.783400,20.363900,0.580500,Sound
81,20.387120,20.480000,0.092880,Transition
82,20.503220,20.503220,0.000000,Sound
83,20.526440,20.596100,0.069660,Transition
84,20.619320,21.153380,0.534060,Sound
85,21.176600,21.246260,0.069660,Transition
86,21.269480,21.757100,0.487620,Sound
87,21.780320,21.896420,0.116100,Transition
88,21.919640,22.244720,0.325080,Sound
89,22.267940,22.337600,0.069660,Transition
90,22.360820,23.893330,1.532510,Sound
91,23.916550,23.962990,0.046440,Transition
92,23.986210,24.404170,0.417960,Sound
93,24.427390,24.473830,0.046440,Transition
94,24.497050,24.613150,0.116100,Sound
95,24.636370,24.775690,0.139320,Transition
96,24.798910,25.658050,0.859140,Sound
97,25.681270,25.727710,0.046440,Transition
98,25.750930,26.099230,0.348300,Sound
99,26.122450,26.145670,0.023220,Transition
100,26.168890,26.517190,0.348300,Sound
101,26.540410,26.563630,0.023220,Transition
102,26.586850,27.422770,0.835920,Sound
103,27.445990,27.469210,0.023220,Transition
104,27.492430,27.701410,0.208980,Sound
105,27.724630,27.817510,0.092880,Transition
106,27.840730,29.303580,1.462850,Sound
107,29.326800,29.350020,0.023220,Transition
108,29.373240,29.651880,0.278640,Sound
109,29.675100,29.791200,0.116100,Transition
110,29.814420,30.046620,0.232200,Sound
111,30.069840,30.093060,0.023220,Transition
112,30.116280,30.209160,0.092880,Sound
113,30.232380,30.255600,0.023220,Transition
114,30.278820,31.555920,1.277100,Sound
115,31.579140,31.602360,0.023220,Transition
116,31.625580,31.695240,0.069660,Sound
117,31.718460,31.857780,0.139320,Transition
118,31.881000,31.904220,0.023220,Sound
119,31.927440,31.950660,0.023220,Transition
120,31.973880,32.368620,0.394740,Sound
121,32.391840,32.415060,0.023220,Transition
122,32.438280,32.902680,0.464400,Sound
123,32.925900,33.158100,0.232200,Transition
124,33.181320,33.250980,0.069660,Sound
125,33.274200,33.367080,0.092880,Transition
126,33.390300,33.692150,0.301850,Sound
127,33.715370,33.738590,0.023220,Transition
128,33.761810,34.133330,0.371520,Sound
129,34.156550,34.179770,0.023220,Transition
130,34.202990,34.690610,0.487620,Sound
131,34.713830,34.737050,0.023220,Transition
132,34.760270,35.131790,0.371520,Sound
133,35.155010,35.178230,0.023220,Transition
134,35.201450,35.851610,0.650160,Sound
135,35.874830,35.898050,0.023220,Transition
136,35.921270,36.339230,0.417960,Sound
137,36.362450,36.408890,0.046440,Transition
138,36.432110,36.710750,0.278640,Sound
139,36.733970,36.757190,0.023220,Transition
140,36.780410,37.453790,0.673380,Sound
141,37.477010,37.523450,0.046440,Transition
142,37.546670,37.662770,0.116100,Silent
143,37.685990,37.802090,0.116100,Transition
144,37.825310,37.964630,0.139320,Sound
145,37.987850,38.103950,0.116100,Transition
146,38.127170,38.661220,0.534050,Sound
147,38.684440,38.707660,0.023220,Transition
