C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Agdgomis_IXdzilispiris_Chasartavi.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,1.369977,1.369977,Silent
2,1.393197,1.416417,0.023220,Transition
3,1.439637,2.113016,0.673379,Silent
4,2.136236,2.182676,0.046440,Transition
5,2.205896,2.368435,0.162540,Sound
6,2.391655,2.530975,0.139320,Transition
7,2.554195,3.065034,0.510839,Sound
8,3.088254,3.111474,0.023220,Transition
9,3.134694,3.297234,0.162540,Sound
10,3.320454,3.366893,0.046440,Transition
11,3.390113,3.482993,0.092880,Sound
12,3.506213,3.529433,0.023220,Transition
13,3.552653,6.733787,3.181134,Silent
14,6.757007,6.780227,0.023220,Transition
15,6.803447,7.035646,0.232200,Sound
16,7.058866,7.082086,0.023220,Transition
17,7.105306,7.407166,0.301859,Silent
18,7.430385,7.453605,0.023220,Transition
19,7.476825,7.592925,0.116100,Sound
20,7.616145,7.662585,0.046440,Transition
21,7.685805,8.010884,0.325079,Sound
22,8.034104,8.103764,0.069660,Transition
23,8.126984,8.359184,0.232200,Sound
24,8.382404,8.405624,0.023220,Transition
25,8.428844,8.521723,0.092880,Sound
26,8.544943,8.777143,0.232200,Transition
27,8.800363,8.823583,0.023220,Sound
28,8.846803,8.962902,0.116100,Transition
29,8.986122,17.391750,8.405628,Silent
30,17.414970,17.438190,0.023220,Transition
31,17.461410,17.554290,0.092880,Sound
32,17.577510,17.786490,0.208980,Transition
33,17.809710,18.181220,0.371510,Sound
34,18.204440,18.250880,0.046440,Transition
35,18.274100,18.575960,0.301860,Sound
36,18.599180,18.692060,0.092880,Transition
37,18.715280,18.715280,0.000000,Sound
38,18.738500,18.761720,0.023220,Transition
39,18.784940,18.993920,0.208980,Sound
40,19.017140,19.063580,0.046440,Transition
41,19.086800,19.992380,0.905580,Sound
42,20.015600,20.062040,0.046440,Transition
43,20.085260,20.410340,0.325080,Sound
44,20.433560,20.549660,0.116100,Transition
45,20.572880,20.688980,0.116100,Sound
46,20.712200,20.735420,0.023220,Sound
47,20.758640,21.385580,0.626940,Sound
48,21.408800,21.524900,0.116100,Transition
49,21.548120,21.757100,0.208980,Sound
50,21.780320,21.826760,0.046440,Transition
51,21.849980,22.593020,0.743040,Sound
52,22.616240,22.685900,0.069660,Transition
53,22.709120,22.755560,0.046440,Sound
54,22.778780,22.825220,0.046440,Transition
55,22.848440,23.150300,0.301860,Silent
56,23.173520,23.243180,0.069660,Transition
57,23.266400,24.357730,1.091330,Sound
58,24.380950,24.520270,0.139320,Transition
