C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Ganatldi_Ganatldi.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,0.069660,0.069660,Silent
2,0.092880,0.116100,0.023220,Transition
3,0.139320,0.301859,0.162540,Sound
4,0.325079,0.464399,0.139320,Transition
5,0.487619,1.648617,1.160998,Silent
6,1.671837,1.764717,0.092880,Transition
7,1.787937,1.950476,0.162540,Sound
8,1.973696,2.089796,0.116100,Transition
9,2.113016,2.136236,0.023220,Silent
10,2.159456,2.182676,0.023220,Transition
11,2.205896,2.368435,0.162540,Sound
12,2.391655,2.577415,0.185760,Transition
13,2.600635,2.786395,0.185760,Sound
14,2.809615,2.832834,0.023220,Transition
15,2.856054,3.157914,0.301859,Sound
16,3.181134,3.204354,0.023220,Transition
17,3.227574,3.482993,0.255420,Sound
18,3.506213,3.622313,0.116100,Transition
19,3.645533,4.086712,0.441179,Sound
20,4.109932,4.133152,0.023220,Transition
21,4.156372,4.365351,0.208980,Sound
22,4.388571,4.411791,0.023220,Transition
23,4.435011,4.876190,0.441179,Silent
24,4.899410,4.992290,0.092880,Transition
25,5.015510,5.154830,0.139320,Sound
26,5.178050,5.201270,0.023220,Transition
27,5.224490,7.221406,1.996916,Silent
28,7.244626,7.476825,0.232200,Transition
29,7.500045,7.732245,0.232200,Sound
30,7.755465,7.848345,0.092880,Transition
31,7.871565,8.057324,0.185760,Sound
32,8.080544,8.103764,0.023220,Transition
33,8.126984,8.196644,0.069660,Sound
34,8.219864,8.266304,0.046440,Transition
35,8.289524,8.893243,0.603719,Sound
36,8.916463,8.939683,0.023220,Transition
37,8.962902,9.845261,0.882358,Sound
38,9.868481,9.961361,0.092880,Transition
39,9.984580,9.984580,0.000000,Sound
40,10.007800,10.031020,0.023220,Transition
41,10.054240,10.216780,0.162540,Sound
42,10.240000,10.309660,0.069660,Transition
43,10.332880,11.377780,1.044900,Sound
44,11.401000,11.540320,0.139320,Transition
45,11.563540,12.445900,0.882360,Sound
46,12.469120,12.562000,0.092880,Transition
47,12.585220,12.585220,0.000000,Sound
48,12.608440,12.701320,0.092880,Transition
49,12.724540,13.072830,0.348290,Sound
50,13.096050,13.119270,0.023220,Transition
51,13.142490,13.490790,0.348300,Sound
52,13.514010,13.583670,0.069660,Transition
53,13.606890,13.815870,0.208980,Sound
54,13.839090,13.908750,0.069660,Transition
55,13.931970,14.814330,0.882360,Sound
56,14.837550,14.930430,0.092880,Transition
57,14.953650,15.069750,0.116100,Sound
58,15.092970,15.209070,0.116100,Transition
59,15.232290,15.325170,0.092880,Sound
60,15.348390,15.650250,0.301860,Silent
61,15.673470,15.719910,0.046440,Transition
62,15.743130,16.880910,1.137780,Sound
63,16.904130,16.973790,0.069660,Transition
64,16.997010,17.345310,0.348300,Sound
65,17.368530,17.507850,0.139320,Transition
66,17.531070,17.879370,0.348300,Sound
67,17.902590,17.995470,0.092880,Transition
68,18.018690,18.366980,0.348290,Sound
69,18.390200,18.506300,0.116100,Transition
70,18.529520,18.645620,0.116100,Sound
71,18.668840,18.692060,0.023220,Transition
72,18.715280,20.201360,1.486080,Sound
73,20.224580,20.247800,0.023220,Transition
74,20.271020,20.758640,0.487620,Sound
75,20.781860,20.805080,0.023220,Transition
76,20.828300,22.500140,1.671840,Sound
77,22.523360,22.546580,0.023220,Transition
78,22.569800,23.196740,0.626940,Sound
79,23.219960,23.336050,0.116090,Transition
80,23.359270,23.452150,0.092880,Sound
81,23.475370,23.545030,0.069660,Transition
82,23.568250,23.661130,0.092880,Sound
83,23.684350,23.823670,0.139320,Transition
84,23.846890,23.939770,0.092880,Sound
85,23.962990,24.102310,0.139320,Transition
86,24.125530,24.682810,0.557280,Sound
87,24.706030,24.729250,0.023220,Transition
88,24.752470,25.402630,0.650160,Sound
89,25.425850,25.541950,0.116100,Transition
90,25.565170,25.704490,0.139320,Sound
91,25.727710,26.122450,0.394740,Sound
92,26.145670,26.192110,0.046440,Transition
93,26.215330,26.679730,0.464400,Sound
94,26.702950,26.795830,0.092880,Transition
95,26.819050,27.004810,0.185760,Sound
96,27.028030,27.144130,0.116100,Transition
97,27.167350,27.167350,0.000000,Transition
98,27.190570,27.794290,0.603720,Silent
99,27.817510,27.863950,0.046440,Transition
100,27.887170,28.792740,0.905570,Sound
101,28.815960,28.908840,0.092880,Transition
102,28.932060,29.651880,0.719820,Sound
103,29.675100,29.744760,0.069660,Transition
104,29.767980,30.580680,0.812700,Sound
105,30.603900,30.720000,0.116100,Transition
106,30.743220,31.045080,0.301860,Sound
107,31.068300,31.207620,0.139320,Transition
108,31.230840,31.463040,0.232200,Sound
109,31.486260,31.509480,0.023220,Transition
110,31.532700,31.834560,0.301860,Sound
111,31.857780,31.881000,0.023220,Transition
112,31.904220,32.043540,0.139320,Sound
113,32.066760,32.159640,0.092880,Transition
114,32.182860,32.554380,0.371520,Sound
115,32.577600,32.600820,0.023220,Transition
116,32.624040,34.319090,1.695050,Sound
117,34.342310,34.504850,0.162540,Transition
118,34.528070,35.642630,1.114560,Sound
119,35.665850,35.735510,0.069660,Transition
120,35.758730,35.874830,0.116100,Sound
121,35.898050,36.014150,0.116100,Transition
122,36.037370,36.107030,0.069660,Sound
123,36.130250,36.641090,0.510840,Sound
124,36.664310,36.757190,0.092880,Transition
125,36.780410,36.966170,0.185760,Sound
126,36.989390,37.035830,0.046440,Transition
127,37.059050,37.987850,0.928800,Sound
128,38.011070,38.173610,0.162540,Transition
129,38.196830,38.452250,0.255420,Sound
130,38.475470,38.568350,0.092880,Transition
131,38.591570,38.823760,0.232190,Sound
132,38.846980,38.870200,0.023220,Transition
133,38.893420,40.031200,1.137780,Sound
134,40.054420,40.170520,0.116100,Transition
135,40.193740,40.309840,0.116100,Sound
136,40.333060,40.449160,0.116100,Transition
