C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Ganvicmidnet_Sacnobelni.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,0.046440,0.046440,Silent
2,0.069660,0.092880,0.023220,Transition
3,0.116100,0.232200,0.116100,Sound
4,0.255420,0.371519,0.116100,Transition
5,0.394739,0.557279,0.162540,Sound
6,0.580499,0.603719,0.023220,Silent
7,0.626939,0.650159,0.023220,Transition
8,0.673379,0.766259,0.092880,Sound
9,0.789478,0.812698,0.023220,Transition
10,0.835918,1.160998,0.325079,Sound
11,1.184218,1.207438,0.023220,Transition
12,1.230658,1.834376,0.603719,Sound
13,1.857596,1.973696,0.116100,Transition
14,1.996916,2.368435,0.371519,Sound
15,2.391655,2.414875,0.023220,Transition
16,2.438095,2.554195,0.116100,Sound
17,2.577415,2.739955,0.162540,Transition
18,2.763175,2.832834,0.069660,Silent
19,2.856054,2.879274,0.023220,Transition
20,2.902494,3.924172,1.021678,Sound
21,3.947392,3.993832,0.046440,Transition
22,4.017052,4.435011,0.417959,Sound
23,4.458231,4.504671,0.046440,Transition
24,4.527891,5.804989,1.277098,Sound
25,5.828209,5.851429,0.023220,Transition
26,5.874649,6.339048,0.464399,Sound
27,6.362268,6.385488,0.023220,Transition
28,6.408707,7.616145,1.207438,Sound
29,7.639365,7.685805,0.046440,Transition
30,7.709025,8.521723,0.812698,Sound
31,8.544943,8.637823,0.092880,Transition
32,8.661043,9.079002,0.417959,Sound
33,9.102222,9.148662,0.046440,Transition
34,9.171882,9.705941,0.534059,Sound
35,9.729161,9.775601,0.046440,Transition
36,9.798821,10.379320,0.580499,Sound
37,10.402540,10.472200,0.069660,Transition
38,10.495420,10.866940,0.371520,Sound
39,10.890160,11.006260,0.116100,Transition
40,11.029480,11.075920,0.046440,Sound
41,11.099140,11.308120,0.208980,Sound
42,11.331340,11.447440,0.116100,Transition
43,11.470660,11.470660,0.000000,Transition
44,11.493880,11.772520,0.278640,Sound
45,11.795740,11.842180,0.046440,Transition
46,11.865400,12.167260,0.301860,Sound
47,12.190480,12.353020,0.162540,Transition
48,12.376240,12.631660,0.255420,Sound
49,12.654880,12.724540,0.069660,Transition
50,12.747760,12.956740,0.208980,Sound
51,12.979960,13.096050,0.116090,Transition
52,13.119270,13.699770,0.580500,Sound
53,13.722990,13.769430,0.046440,Transition
54,13.792650,13.839090,0.046440,Sound
55,13.862310,13.978410,0.116100,Transition
56,14.001630,14.071290,0.069660,Sound
57,14.094510,14.117730,0.023220,Silent
58,14.140950,14.164170,0.023220,Transition
59,14.187390,14.373150,0.185760,Sound
60,14.396370,14.442810,0.046440,Transition
61,14.466030,14.721450,0.255420,Sound
62,14.744670,14.814330,0.069660,Transition
63,14.837550,15.069750,0.232200,Sound
64,15.092970,15.162630,0.069660,Transition
65,15.185850,15.743130,0.557280,Sound
66,15.766350,15.859230,0.092880,Transition
67,15.882450,17.136330,1.253880,Sound
68,17.159550,17.275650,0.116100,Transition
69,17.298870,17.368530,0.069660,Sound
70,17.391750,17.949030,0.557280,Sound
71,17.972250,18.065130,0.092880,Transition
72,18.088350,18.784940,0.696590,Sound
73,18.808160,18.924260,0.116100,Transition
74,18.947480,19.040360,0.092880,Sound
75,19.063580,19.156460,0.092880,Silent
76,19.179680,19.342220,0.162540,Transition
77,19.365440,19.527980,0.162540,Sound
78,19.551200,19.597640,0.046440,Transition
79,19.620860,20.015600,0.394740,Sound
80,20.038820,20.108480,0.069660,Transition
81,20.131700,20.340680,0.208980,Sound
82,20.363900,20.410340,0.046440,Transition
83,20.433560,20.549660,0.116100,Sound
84,20.572880,20.712200,0.139320,Transition
85,20.735420,20.897960,0.162540,Sound
86,20.921180,20.990840,0.069660,Transition
87,21.014060,21.269480,0.255420,Sound
88,21.292700,21.385580,0.092880,Transition
89,21.408800,21.408800,0.000000,Sound
90,21.432020,21.501680,0.069660,Transition
91,21.524900,21.989300,0.464400,Sound
92,22.012520,22.105400,0.092880,Transition
93,22.128620,22.314380,0.185760,Sound
94,22.337600,22.407260,0.069660,Transition
95,22.430480,22.593020,0.162540,Sound
96,22.616240,22.709120,0.092880,Transition
97,22.732340,22.918100,0.185760,Sound
98,22.941320,23.196740,0.255420,Transition
99,23.219960,23.382490,0.162530,Sound
100,23.405710,23.452150,0.046440,Transition
101,23.475370,24.032650,0.557280,Sound
102,24.055870,24.148750,0.092880,Transition
103,24.171970,24.357730,0.185760,Sound
104,24.380950,24.450610,0.069660,Transition
105,24.473830,24.915010,0.441180,Sound
106,24.938230,24.984670,0.046440,Transition
107,25.007890,26.006350,0.998460,Sound
108,26.029570,26.076010,0.046440,Transition
109,26.099230,26.726170,0.626940,Sound
110,26.749390,26.772610,0.023220,Transition
111,26.795830,27.422770,0.626940,Sound
112,27.445990,27.538870,0.092880,Transition
113,27.562090,27.562090,0.000000,Sound
114,27.585310,27.654970,0.069660,Transition
115,27.678190,27.771070,0.092880,Sound
116,27.794290,27.817510,0.023220,Transition
117,27.840730,28.351570,0.510840,Sound
118,28.374790,28.490880,0.116090,Transition
119,28.514100,28.606980,0.092880,Sound
120,28.630200,28.723080,0.092880,Transition
121,28.746300,28.885620,0.139320,Sound
122,28.908840,28.978500,0.069660,Transition
123,29.001720,29.210700,0.208980,Sound
124,29.233920,29.303580,0.069660,Transition
125,29.326800,29.419680,0.092880,Sound
126,29.442900,29.535780,0.092880,Transition
127,29.559000,29.675100,0.116100,Sound
128,29.698320,29.791200,0.092880,Transition
129,29.814420,29.953740,0.139320,Sound
130,29.976960,30.069840,0.092880,Transition
131,30.093060,30.302040,0.208980,Sound
132,30.325260,30.348480,0.023220,Transition
133,30.371700,30.487800,0.116100,Sound
134,30.511020,30.580680,0.069660,Transition
135,30.603900,30.720000,0.116100,Sound
136,30.743220,30.859320,0.116100,Transition
137,30.882540,31.509480,0.626940,Sound
138,31.532700,31.579140,0.046440,Transition
139,31.602360,31.764900,0.162540,Sound
140,31.788120,31.857780,0.069660,Transition
141,31.881000,32.206080,0.325080,Sound
142,32.229300,32.252520,0.023220,Transition
143,32.275740,32.809800,0.534060,Sound
144,32.833020,32.949120,0.116100,Transition
145,32.972340,33.227760,0.255420,Sound
146,33.250980,33.297420,0.046440,Transition
