C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Barbares_Tropari.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,1.021678,1.021678,Silent
2,1.044898,1.068118,0.023220,Transition
3,1.091338,1.346757,0.255420,Silent
4,1.369977,1.393197,0.023220,Transition
5,1.416417,1.718277,0.301859,Sound
6,1.741497,1.787937,0.046440,Transition
7,1.811156,2.879274,1.068118,Silent
8,2.902494,2.925714,0.023220,Transition
9,2.948934,3.366893,0.417959,Sound
10,3.390113,3.413333,0.023220,Transition
11,3.436553,3.552653,0.116100,Sound
12,3.575873,3.599093,0.023220,Transition
13,3.622313,3.738413,0.116100,Sound
14,3.761633,3.784853,0.023220,Transition
15,3.808073,4.388571,0.580499,Sound
16,4.411791,4.481451,0.069660,Transition
17,4.504671,4.713651,0.208980,Sound
18,4.736871,4.899410,0.162540,Transition
19,4.922630,5.131610,0.208980,Silent
20,5.154830,5.247710,0.092880,Transition
21,5.270930,5.619229,0.348299,Sound
22,5.642449,5.735329,0.092880,Transition
23,5.758549,6.478367,0.719819,Silent
24,6.501587,6.524807,0.023220,Transition
25,6.548027,7.662585,1.114558,Sound
26,7.685805,7.755465,0.069660,Transition
27,7.778685,8.057324,0.278639,Sound
28,8.080544,8.196644,0.116100,Transition
29,8.219864,8.521723,0.301859,Silent
30,8.544943,8.730703,0.185760,Transition
31,8.753923,8.916463,0.162540,Sound
32,8.939683,9.009342,0.069660,Transition
33,9.032562,9.218322,0.185760,Sound
34,9.241542,9.264762,0.023220,Transition
35,9.287982,9.427302,0.139320,Sound
36,9.450522,9.543401,0.092880,Transition
37,9.566621,9.752381,0.185760,Sound
38,9.775601,9.845261,0.069660,Transition
39,9.868481,10.286440,0.417959,Sound
40,10.309660,10.332880,0.023220,Transition
41,10.356100,10.448980,0.092880,Sound
42,10.472200,10.541860,0.069660,Transition
43,10.565080,10.843720,0.278640,Silent
44,10.866940,10.913380,0.046440,Transition
45,10.936600,11.401000,0.464400,Sound
46,11.424220,11.470660,0.046440,Transition
47,11.493880,12.074380,0.580500,Silent
48,12.097600,12.120820,0.023220,Transition
49,12.144040,13.606890,1.462850,Silent
50,13.630110,13.653330,0.023220,Transition
51,13.676550,13.839090,0.162540,Sound
52,13.862310,13.908750,0.046440,Transition
53,13.931970,14.001630,0.069660,Silent
54,14.024850,14.048070,0.023220,Transition
55,14.071290,14.489250,0.417960,Sound
56,14.512470,14.582130,0.069660,Transition
57,14.605350,15.278730,0.673380,Sound
58,15.301950,15.348390,0.046440,Transition
59,15.371610,15.627030,0.255420,Sound
60,15.650250,15.696690,0.046440,Transition
61,15.719910,15.859230,0.139320,Silent
62,15.882450,16.091430,0.208980,Transition
63,16.114650,16.857690,0.743040,Sound
64,16.880910,16.904130,0.023220,Transition
65,16.927350,17.763270,0.835920,Sound
66,17.786490,17.809710,0.023220,Transition
67,17.832930,18.134790,0.301860,Sound
68,18.158010,18.204440,0.046430,Transition
69,18.227660,18.854600,0.626940,Sound
70,18.877820,18.901040,0.023220,Transition
71,18.924260,20.619320,1.695060,Sound
72,20.642540,20.688980,0.046440,Transition
73,20.712200,21.176600,0.464400,Sound
74,21.199820,21.292700,0.092880,Transition
75,21.315920,21.664220,0.348300,Sound
76,21.687440,21.803540,0.116100,Transition
77,21.826760,21.849980,0.023220,Sound
78,21.873200,23.103860,1.230660,Sound
79,23.127080,23.150300,0.023220,Transition
80,23.173520,23.312830,0.139310,Sound
81,23.336050,23.359270,0.023220,Transition
82,23.382490,24.171970,0.789480,Sound
83,24.195190,24.288070,0.092880,Transition
84,24.311290,24.729250,0.417960,Sound
85,24.752470,24.798910,0.046440,Transition
86,24.822130,24.984670,0.162540,Sound
87,25.007890,25.077550,0.069660,Transition
88,25.100770,25.216870,0.116100,Sound
89,25.240090,25.263310,0.023220,Transition
90,25.286530,26.122450,0.835920,Sound
91,26.145670,26.215330,0.069660,Transition
92,26.238550,26.772610,0.534060,Sound
93,26.795830,26.819050,0.023220,Transition
94,26.842270,27.445990,0.603720,Sound
95,27.469210,27.492430,0.023220,Transition
96,27.515650,27.585310,0.069660,Sound
97,27.608530,27.631750,0.023220,Transition
98,27.654970,27.840730,0.185760,Sound
99,27.863950,27.933610,0.069660,Transition
100,27.956830,28.398010,0.441180,Sound
101,28.421220,28.490880,0.069660,Transition
102,28.514100,28.769520,0.255420,Sound
103,28.792740,28.908840,0.116100,Transition
104,28.932060,29.187480,0.255420,Sound
105,29.210700,29.280360,0.069660,Transition
106,29.303580,29.651880,0.348300,Sound
107,29.675100,29.744760,0.069660,Transition
108,29.767980,29.953740,0.185760,Sound
109,29.976960,30.046620,0.069660,Transition
110,30.069840,31.021860,0.952020,Sound
111,31.045080,31.068300,0.023220,Transition
112,31.091520,31.811340,0.719820,Sound
113,31.834560,32.182860,0.348300,Transition
114,32.206080,32.531160,0.325080,Sound
115,32.554380,32.647260,0.092880,Transition
116,32.670480,32.925900,0.255420,Sound
117,32.949120,33.065220,0.116100,Transition
118,33.088440,33.250980,0.162540,Sound
119,33.274200,33.390300,0.116100,Transition
120,33.413520,33.529620,0.116100,Sound
121,33.552830,33.576050,0.023220,Sound
122,33.599270,34.713830,1.114560,Sound
123,34.737050,34.853150,0.116100,Transition
124,34.876370,35.062130,0.185760,Sound
125,35.085350,35.131790,0.046440,Transition
126,35.155010,35.572970,0.417960,Sound
127,35.596190,35.665850,0.069660,Transition
128,35.689070,35.781950,0.092880,Sound
129,35.805170,35.828390,0.023220,Transition
130,35.851610,35.967710,0.116100,Sound
131,35.990930,36.060590,0.069660,Transition
132,36.083810,36.153470,0.069660,Sound
133,36.176690,36.292790,0.116100,Transition
134,36.316010,36.339230,0.023220,Sound
135,36.362450,36.826850,0.464400,Sound
136,36.850070,37.012610,0.162540,Transition
137,37.035830,37.198370,0.162540,Sound
138,37.221590,37.337690,0.116100,Transition
139,37.360910,37.500230,0.139320,Sound
140,37.523450,37.639550,0.116100,Transition
141,37.662770,37.662770,0.000000,Transition
142,37.685990,38.080730,0.394740,Sound
143,38.103950,38.196830,0.092880,Transition
144,38.220050,38.916640,0.696590,Sound
145,38.939860,39.032740,0.092880,Transition
146,39.055960,39.357820,0.301860,Sound
147,39.381040,39.427480,0.046440,Transition
148,39.450700,39.566800,0.116100,Sound
149,39.590020,39.752560,0.162540,Transition
150,39.775780,40.286620,0.510840,Silent
151,40.309840,40.379500,0.069660,Transition
152,40.402720,40.565260,0.162540,Sound
153,40.588480,40.704580,0.116100,Transition
154,40.727800,40.960000,0.232200,Sound
155,40.983220,41.052880,0.069660,Transition
156,41.076100,41.540500,0.464400,Sound
157,41.563720,41.679820,0.116100,Transition
158,41.703040,41.726260,0.023220,Sound
159,41.749480,41.912020,0.162540,Sound
160,41.935240,41.981680,0.046440,Transition
161,42.004900,42.864040,0.859140,Sound
162,42.887260,43.003360,0.116100,Transition
163,43.026580,43.073020,0.046440,Sound
164,43.096240,43.514200,0.417960,Sound
165,43.537420,43.560640,0.023220,Transition
166,43.583860,44.071470,0.487610,Sound
167,44.094690,44.234010,0.139320,Transition
168,44.257230,44.605530,0.348300,Sound
169,44.628750,44.860950,0.232200,Transition
170,44.884170,44.907390,0.023220,Sound
171,44.930610,44.953830,0.023220,Transition
172,44.977050,45.093150,0.116100,Sound
173,45.116370,45.209250,0.092880,Transition
174,45.232470,45.929070,0.696600,Sound
175,45.952290,45.998730,0.046440,Transition
176,46.021950,46.184490,0.162540,Sound
177,46.207710,46.300590,0.092880,Transition
178,46.323810,46.811430,0.487620,Sound
179,46.834650,46.927530,0.092880,Transition
180,46.950750,47.113290,0.162540,Sound
181,47.136510,47.182950,0.046440,Transition
182,47.206170,47.554470,0.348300,Sound
183,47.577690,47.647350,0.069660,Transition
184,47.670570,48.529710,0.859140,Sound
185,48.552930,48.645810,0.092880,Transition
186,48.669030,48.854790,0.185760,Silent
187,48.878010,48.901220,0.023210,Transition
188,48.924440,49.272740,0.348300,Sound
189,49.295960,49.528160,0.232200,Transition
190,49.551380,49.713920,0.162540,Sound
191,49.737140,49.806800,0.069660,Transition
192,49.830020,50.131880,0.301860,Sound
193,50.155100,50.201540,0.046440,Transition
194,50.224760,50.456960,0.232200,Sound
195,50.480180,50.573060,0.092880,Transition
196,50.596280,50.874920,0.278640,Sound
197,50.898140,50.921360,0.023220,Transition
198,50.944580,51.617960,0.673380,Sound
199,51.641180,51.664400,0.023220,Transition
200,51.687620,52.059140,0.371520,Sound
201,52.082360,52.175240,0.092880,Transition
202,52.198460,53.080820,0.882360,Sound
203,53.104040,53.127260,0.023220,Transition
204,53.150480,53.243360,0.092880,Sound
205,53.266580,53.336240,0.069660,Transition
206,53.359460,53.498780,0.139320,Sound
207,53.522000,53.661320,0.139320,Transition
208,53.684540,54.125710,0.441170,Sound
209,54.148930,54.381130,0.232200,Transition
210,54.404350,54.868750,0.464400,Sound
211,54.891970,54.938410,0.046440,Transition
212,54.961630,55.263490,0.301860,Sound
213,55.286710,55.402810,0.116100,Transition
214,55.426030,56.099410,0.673380,Sound
215,56.122630,56.192290,0.069660,Transition
216,56.215510,56.517370,0.301860,Sound
217,56.540590,56.610250,0.069660,Transition
218,56.633470,56.819230,0.185760,Sound
219,56.842450,56.958550,0.116100,Transition
220,56.981770,57.562270,0.580500,Sound
221,57.585490,57.631930,0.046440,Transition
222,57.655150,58.142770,0.487620,Sound
223,58.165990,58.282090,0.116100,Transition
224,58.305310,58.421410,0.116100,Sound
225,58.444630,59.001910,0.557280,Sound
226,59.025130,59.141220,0.116090,Transition
227,59.164440,59.210880,0.046440,Sound
228,59.234100,59.559180,0.325080,Sound
229,59.582400,59.675280,0.092880,Transition
230,59.698500,59.930700,0.232200,Sound
231,59.953920,60.116460,0.162540,Transition
232,60.139680,60.650520,0.510840,Sound
233,60.673740,60.720180,0.046440,Transition
234,60.743400,60.975600,0.232200,Sound
235,60.998820,61.091700,0.092880,Transition
236,61.114920,61.114920,0.000000,Sound
237,61.138140,61.231020,0.092880,Transition
238,61.254240,61.486440,0.232200,Sound
239,61.509660,61.532880,0.023220,Transition
240,61.556100,61.997280,0.441180,Sound
241,62.020500,62.090160,0.069660,Transition
242,62.113380,62.345580,0.232200,Sound
243,62.368800,62.438460,0.069660,Transition
244,62.461680,62.531340,0.069660,Sound
245,62.554560,62.647440,0.092880,Transition
246,62.670660,62.856420,0.185760,Sound
247,62.879640,62.972520,0.092880,Transition
248,62.995740,63.460140,0.464400,Sound
249,63.483360,63.529800,0.046440,Transition
250,63.553020,64.156740,0.603720,Sound
251,64.179960,64.272830,0.092870,Transition
252,64.296050,64.922990,0.626940,Sound
253,64.946210,64.969430,0.023220,Transition
254,64.992650,65.155190,0.162540,Sound
255,65.178410,65.224850,0.046440,Transition
256,65.248070,65.387390,0.139320,Sound
257,65.410610,65.457050,0.046440,Transition
258,65.480270,65.898230,0.417960,Silent
259,65.921450,65.944670,0.023220,Transition
260,65.967890,66.060770,0.092880,Sound
261,66.083990,66.130430,0.046440,Transition
262,66.153650,67.337870,1.184220,Silent
