C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Amin.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,0.371519,0.371519,Sound
2,0.394739,0.441179,0.046440,Transition
3,0.464399,0.510839,0.046440,Silent
4,0.534059,0.557279,0.023220,Transition
5,0.580499,1.578957,0.998458,Sound
6,1.602177,1.764717,0.162540,Transition
7,1.787937,1.973696,0.185760,Sound
8,1.996916,2.043356,0.046440,Transition
9,2.066576,2.275556,0.208980,Sound
10,2.298776,2.345215,0.046440,Transition
11,2.368435,2.739955,0.371519,Sound
12,2.763175,2.809615,0.046440,Transition
13,2.832834,3.900952,1.068118,Sound
14,3.924172,3.970612,0.046440,Transition
15,3.993832,4.667211,0.673379,Sound
16,4.690431,4.713651,0.023220,Transition
17,4.736871,5.131610,0.394739,Sound
18,5.154830,5.224490,0.069660,Transition
19,5.247710,5.712109,0.464399,Sound
20,5.735329,5.804989,0.069660,Transition
21,5.828209,6.060408,0.232200,Sound
22,6.083628,6.153288,0.069660,Transition
23,6.176508,6.362268,0.185760,Sound
24,6.385488,6.455147,0.069660,Transition
25,6.478367,6.640907,0.162540,Sound
26,6.664127,6.780227,0.116100,Transition
27,6.803447,6.989206,0.185760,Sound
28,7.012426,7.082086,0.069660,Transition
29,7.105306,7.337506,0.232200,Sound
30,7.360726,7.383946,0.023220,Transition
31,7.407166,7.523265,0.116100,Sound
32,7.546485,7.616145,0.069660,Transition
33,7.639365,7.685805,0.046440,Sound
34,7.709025,7.801905,0.092880,Transition
35,7.825125,8.173424,0.348299,Sound
36,8.196644,8.335964,0.139320,Transition
37,8.359184,8.405624,0.046440,Silent
38,8.428844,8.452063,0.023220,Transition
39,8.475283,9.055782,0.580499,Silent
40,9.079002,9.102222,0.023220,Transition
41,9.125442,9.613061,0.487619,Sound
42,9.636281,9.682721,0.046440,Transition
43,9.705941,10.147120,0.441179,Sound
44,10.170340,10.240000,0.069660,Transition
45,10.263220,10.611520,0.348300,Sound
46,10.634740,10.657960,0.023220,Transition
47,10.681180,10.750840,0.069660,Sound
48,10.774060,10.820500,0.046440,Transition
49,10.843720,11.238460,0.394740,Sound
50,11.261680,11.284900,0.023220,Transition
51,11.308120,11.447440,0.139320,Sound
52,11.470660,11.493880,0.023220,Transition
53,11.517100,11.609980,0.092880,Sound
54,11.633200,11.702860,0.069660,Transition
55,11.726080,11.888620,0.162540,Sound
56,11.911840,11.981500,0.069660,Transition
57,12.004720,12.027940,0.023220,Silent
58,12.051160,12.074380,0.023220,Transition
59,12.097600,12.306580,0.208980,Sound
60,12.329800,12.376240,0.046440,Transition
61,12.399460,12.492340,0.092880,Sound
62,12.515560,12.631660,0.116100,Transition
63,12.654880,12.678100,0.023220,Silent
64,12.701320,12.724540,0.023220,Transition
65,12.747760,13.839090,1.091330,Sound
66,13.862310,13.885530,0.023220,Transition
67,13.908750,14.233830,0.325080,Sound
68,14.257050,14.349930,0.092880,Transition
69,14.373150,14.373150,0.000000,Sound
70,14.396370,14.442810,0.046440,Transition
71,14.466030,14.953650,0.487620,Sound
72,14.976870,15.023310,0.046440,Transition
73,15.046530,15.464490,0.417960,Sound
74,15.487710,15.534150,0.046440,Transition
75,15.557370,16.068210,0.510840,Sound
76,16.091430,16.184310,0.092880,Transition
77,16.207530,16.207530,0.000000,Sound
78,16.230750,16.253970,0.023220,Transition
79,16.277190,17.507850,1.230660,Sound
80,17.531070,17.577510,0.046440,Transition
81,17.600730,17.763270,0.162540,Sound
82,17.786490,17.809710,0.023220,Transition
83,17.832930,18.250880,0.417950,Sound
84,18.274100,18.297320,0.023220,Transition
85,18.320540,19.295780,0.975240,Sound
86,19.319000,19.342220,0.023220,Transition
87,19.365440,20.038820,0.673380,Sound
88,20.062040,20.131700,0.069660,Transition
89,20.154920,20.294240,0.139320,Sound
90,20.317460,20.340680,0.023220,Transition
91,20.363900,20.596100,0.232200,Sound
92,20.619320,20.665760,0.046440,Transition
93,20.688980,21.153380,0.464400,Sound
94,21.176600,21.223040,0.046440,Transition
95,21.246260,21.710660,0.464400,Sound
96,21.733880,21.803540,0.069660,Transition
97,21.826760,21.966080,0.139320,Sound
98,21.989300,22.035740,0.046440,Transition
99,22.058960,22.941320,0.882360,Sound
100,22.964540,22.987760,0.023220,Transition
101,23.010980,23.730790,0.719810,Sound
102,23.754010,23.777230,0.023220,Transition
103,23.800450,23.916550,0.116100,Sound
104,23.939770,24.009430,0.069660,Transition
105,24.032650,24.404170,0.371520,Sound
106,24.427390,24.450610,0.023220,Transition
107,24.473830,24.845350,0.371520,Sound
108,24.868570,24.961450,0.092880,Transition
109,24.984670,25.123990,0.139320,Sound
110,25.147210,25.170430,0.023220,Transition
111,25.193650,25.588390,0.394740,Sound
112,25.611610,25.634830,0.023220,Transition
113,25.658050,25.797370,0.139320,Sound
114,25.820590,25.867030,0.046440,Transition
115,25.890250,26.192110,0.301860,Sound
116,26.215330,26.284990,0.069660,Transition
117,26.308210,26.633290,0.325080,Sound
118,26.656510,26.679730,0.023220,Transition
119,26.702950,27.213790,0.510840,Sound
120,27.237010,27.260230,0.023220,Transition
121,27.283450,27.956830,0.673380,Sound
122,27.980050,28.049710,0.069660,Transition
123,28.072930,28.421220,0.348290,Sound
124,28.444440,28.514100,0.069660,Transition
125,28.537320,28.699860,0.162540,Sound
126,28.723080,28.792740,0.069660,Transition
127,28.815960,28.978500,0.162540,Sound
128,29.001720,29.071380,0.069660,Transition
129,29.094600,29.280360,0.185760,Sound
130,29.303580,29.373240,0.069660,Transition
131,29.396460,29.744760,0.348300,Sound
132,29.767980,29.860860,0.092880,Transition
133,29.884080,30.116280,0.232200,Sound
134,30.139500,30.162720,0.023220,Transition
135,30.185940,30.348480,0.162540,Sound
136,30.371700,30.441360,0.069660,Transition
137,30.464580,30.580680,0.116100,Sound
138,30.603900,30.650340,0.046440,Transition
139,30.673560,31.300500,0.626940,Sound
140,31.323720,31.370160,0.046440,Transition
141,31.393380,31.788120,0.394740,Sound
142,31.811340,31.857780,0.046440,Transition
143,31.881000,32.206080,0.325080,Sound
144,32.229300,32.252520,0.023220,Transition
145,32.275740,32.368620,0.092880,Sound
146,32.391840,32.461500,0.069660,Transition
147,32.484720,32.902680,0.417960,Sound
148,32.925900,32.995560,0.069660,Transition
149,33.018780,33.367080,0.348300,Sound
150,33.390300,33.483180,0.092880,Transition
151,33.506400,33.506400,0.000000,Sound
152,33.529620,33.576050,0.046430,Transition
153,33.599270,34.667390,1.068120,Sound
154,34.690610,34.783490,0.092880,Transition
155,34.806710,34.992470,0.185760,Sound
156,35.015690,35.038910,0.023220,Transition
157,35.062130,35.340770,0.278640,Sound
158,35.363990,35.456870,0.092880,Transition
159,35.480090,36.826850,1.346760,Sound
160,36.850070,36.919730,0.069660,Transition
161,36.942950,37.314470,0.371520,Sound
162,37.337690,37.360910,0.023220,Transition
163,37.384130,37.546670,0.162540,Sound
164,37.569890,37.639550,0.069660,Transition
165,37.662770,38.707660,1.044890,Sound
166,38.730880,38.846980,0.116100,Transition
167,38.870200,38.893420,0.023220,Sound
168,38.916640,39.473920,0.557280,Sound
169,39.497140,39.659680,0.162540,Transition
170,39.682900,39.961540,0.278640,Sound
171,39.984760,40.054420,0.069660,Transition
172,40.077640,41.238640,1.161000,Sound
173,41.261860,41.401180,0.139320,Transition
174,41.424400,41.633380,0.208980,Sound
175,41.656600,41.772700,0.116100,Transition
176,41.795920,42.933700,1.137780,Sound
177,42.956920,43.026580,0.069660,Transition
178,43.049800,43.073020,0.023220,Silent
179,43.096240,43.142680,0.046440,Transition
180,43.165900,43.444540,0.278640,Sound
181,43.467760,43.537420,0.069660,Transition
182,43.560640,43.816050,0.255410,Sound
183,43.839270,44.025030,0.185760,Transition
184,44.048250,44.466210,0.417960,Sound
185,44.489430,44.559090,0.069660,Transition
186,44.582310,44.953830,0.371520,Sound
187,44.977050,45.069930,0.092880,Transition
188,45.093150,45.650430,0.557280,Silent
189,45.673650,45.720090,0.046440,Transition
190,45.743310,46.718550,0.975240,Sound
191,46.741770,46.834650,0.092880,Transition
192,46.857870,46.857870,0.000000,Sound
193,46.881090,46.973970,0.092880,Transition
194,46.997190,47.786670,0.789480,Sound
195,47.809890,47.833110,0.023220,Transition
196,47.856330,48.367170,0.510840,Sound
197,48.390390,48.413610,0.023220,Transition
198,48.436830,48.552930,0.116100,Sound
199,48.576150,48.622590,0.046440,Transition
200,48.645810,48.785130,0.139320,Sound
201,48.808350,48.878010,0.069660,Transition
202,48.901220,50.456960,1.555740,Sound
203,50.480180,50.526620,0.046440,Transition
204,50.549840,51.873380,1.323540,Sound
205,51.896600,51.919820,0.023220,Transition
206,51.943040,52.152020,0.208980,Sound
207,52.175240,52.221680,0.046440,Transition
208,52.244900,53.359460,1.114560,Sound
209,53.382680,53.522000,0.139320,Transition
210,53.545220,53.661320,0.116100,Silent
211,53.684540,53.777420,0.092880,Transition
212,53.800640,55.704670,1.904030,Sound
213,55.727890,55.751110,0.023220,Transition
214,55.774330,56.215510,0.441180,Sound
215,56.238730,56.308390,0.069660,Transition
216,56.331610,56.494150,0.162540,Sound
217,56.517370,56.540590,0.023220,Transition
218,56.563810,56.981770,0.417960,Sound
219,57.004990,57.028210,0.023220,Transition
220,57.051430,57.399730,0.348300,Sound
221,57.422950,57.539050,0.116100,Transition
222,57.562270,58.049890,0.487620,Sound
223,58.073110,58.189210,0.116100,Transition
224,58.212430,58.212430,0.000000,Transition
225,58.235650,59.025130,0.789480,Sound
226,59.048350,59.118010,0.069660,Transition
227,59.141220,59.234100,0.092880,Sound
228,59.257320,59.303760,0.046440,Transition
229,59.326980,59.443080,0.116100,Silent
230,59.466300,59.489520,0.023220,Transition
231,59.512740,59.675280,0.162540,Sound
232,59.698500,59.721720,0.023220,Transition
233,59.744940,60.023580,0.278640,Sound
234,60.046800,60.070020,0.023220,Transition
235,60.093240,60.743400,0.650160,Sound
236,60.766620,60.813060,0.046440,Transition
237,60.836280,61.114920,0.278640,Sound
238,61.138140,61.184580,0.046440,Transition
239,61.207800,62.043720,0.835920,Sound
240,62.066940,62.090160,0.023220,Transition
241,62.113380,62.484900,0.371520,Sound
242,62.508120,62.577780,0.069660,Transition
243,62.601000,62.833200,0.232200,Sound
244,62.856420,62.949300,0.092880,Transition
245,62.972520,63.227940,0.255420,Sound
246,63.251160,63.297600,0.046440,Transition
247,63.320820,63.762000,0.441180,Sound
248,63.785220,63.808440,0.023220,Transition
249,63.831660,64.296050,0.464390,Sound
250,64.319270,64.365710,0.046440,Transition
251,64.388930,64.505030,0.116100,Sound
252,64.528250,64.551470,0.023220,Transition
253,64.574690,64.899770,0.325080,Sound
254,64.922990,64.969430,0.046440,Transition
255,64.992650,65.457050,0.464400,Sound
256,65.480270,65.549930,0.069660,Transition
257,65.573150,66.083990,0.510840,Sound
258,66.107210,66.153650,0.046440,Transition
259,66.176870,66.223310,0.046440,Silent
260,66.246530,66.269750,0.023220,Transition
261,66.292970,66.501950,0.208980,Sound
262,66.525170,66.548390,0.023220,Transition
263,66.571610,66.873470,0.301860,Silent
264,66.896690,66.943130,0.046440,Transition
265,66.966350,67.384310,0.417960,Sound
266,67.407530,67.430750,0.023220,Transition
267,67.453970,68.034470,0.580500,Sound
268,68.057690,68.080910,0.023220,Transition
269,68.104130,69.474100,1.369970,Sound
270,69.497320,69.590200,0.092880,Transition
271,69.613420,70.054600,0.441180,Sound
272,70.077820,70.101040,0.023220,Transition
273,70.124260,70.611880,0.487620,Sound
274,70.635100,70.681540,0.046440,Transition
275,70.704760,70.797640,0.092880,Sound
276,70.820860,70.890520,0.069660,Transition
277,70.913740,71.842540,0.928800,Sound
278,71.865760,71.888980,0.023220,Transition
279,71.912200,72.074740,0.162540,Sound
280,72.097960,72.121180,0.023220,Transition
281,72.144400,72.446260,0.301860,Sound
282,72.469480,72.492700,0.023220,Transition
283,72.515920,72.957100,0.441180,Sound
284,72.980320,73.049980,0.069660,Transition
285,73.073200,73.514380,0.441180,Sound
286,73.537600,73.653700,0.116100,Transition
287,73.676920,73.723360,0.046440,Sound
288,73.746580,73.793020,0.046440,Transition
289,73.816240,74.303860,0.487620,Sound
290,74.327080,74.373520,0.046440,Transition
291,74.396740,74.628930,0.232190,Sound
292,74.652150,74.768250,0.116100,Transition
293,74.791470,75.673830,0.882360,Sound
294,75.697050,75.743490,0.046440,Transition
295,75.766710,76.347210,0.580500,Sound
296,76.370430,76.393650,0.023220,Transition
297,76.416870,76.834830,0.417960,Sound
298,76.858050,76.927710,0.069660,Transition
299,76.950930,77.043810,0.092880,Sound
300,77.067030,77.183130,0.116100,Transition
301,77.206350,77.949390,0.743040,Sound
302,77.972610,78.111930,0.139320,Transition
303,78.135150,78.228030,0.092880,Sound
304,78.251250,78.297690,0.046440,Transition
305,78.320910,79.040730,0.719820,Sound
306,79.063950,79.133610,0.069660,Transition
307,79.156830,79.806980,0.650150,Sound
308,79.830200,79.876640,0.046440,Transition
