C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Ton_Despotin.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,0.046440,0.046440,Silent
2,0.069660,0.092880,0.023220,Transition
3,0.116100,0.394739,0.278639,Sound
4,0.417959,0.441179,0.023220,Transition
5,0.464399,2.113016,1.648617,Sound
6,2.136236,2.159456,0.023220,Transition
7,2.182676,2.391655,0.208980,Sound
8,2.414875,2.438095,0.023220,Transition
9,2.461315,2.554195,0.092880,Sound
10,2.577415,2.623855,0.046440,Transition
11,2.647075,2.693515,0.046440,Silent
12,2.716735,2.739955,0.023220,Transition
13,2.763175,3.041814,0.278639,Silent
14,3.065034,3.088254,0.023220,Transition
15,3.111474,3.250794,0.139320,Sound
16,3.274014,3.297234,0.023220,Transition
17,3.320454,3.993832,0.673379,Sound
18,4.017052,4.109932,0.092880,Transition
19,4.133152,4.156372,0.023220,Sound
20,4.179592,4.226032,0.046440,Transition
21,4.249252,4.342132,0.092880,Silent
22,4.365351,4.435011,0.069660,Transition
23,4.458231,5.967528,1.509297,Sound
24,5.990748,6.013968,0.023220,Transition
25,6.037188,6.989206,0.952018,Sound
26,7.012426,7.058866,0.046440,Transition
27,7.082086,7.267846,0.185760,Sound
28,7.291066,7.360726,0.069660,Transition
29,7.383946,7.848345,0.464399,Sound
30,7.871565,7.941224,0.069660,Transition
31,7.964444,8.823583,0.859138,Sound
32,8.846803,8.962902,0.116100,Transition
33,8.986122,9.357642,0.371519,Sound
34,9.380862,9.427302,0.046440,Transition
35,9.450522,10.077460,0.626938,Sound
36,10.100680,10.123900,0.023220,Transition
37,10.147120,10.541860,0.394740,Sound
38,10.565080,10.704400,0.139320,Transition
39,10.727620,10.797280,0.069660,Sound
40,10.820500,10.843720,0.023220,Transition
41,10.866940,11.540320,0.673380,Sound
42,11.563540,11.633200,0.069660,Transition
43,11.656420,11.772520,0.116100,Sound
44,11.795740,11.818960,0.023220,Transition
45,11.842180,12.190480,0.348300,Sound
46,12.213700,12.445900,0.232200,Transition
47,12.469120,12.654880,0.185760,Sound
48,12.678100,12.817420,0.139320,Transition
49,12.840640,12.863860,0.023220,Sound
50,12.887080,13.560450,0.673370,Sound
51,13.583670,13.699770,0.116100,Transition
52,13.722990,13.746210,0.023220,Sound
53,13.769430,14.117730,0.348300,Sound
54,14.140950,14.257050,0.116100,Transition
55,14.280270,14.767890,0.487620,Sound
56,14.791110,14.860770,0.069660,Transition
57,14.883990,15.023310,0.139320,Sound
58,15.046530,15.092970,0.046440,Transition
59,15.116190,15.325170,0.208980,Sound
60,15.348390,15.371610,0.023220,Transition
61,15.394830,15.464490,0.069660,Sound
62,15.487710,15.580590,0.092880,Transition
63,15.603810,16.021770,0.417960,Sound
64,16.044990,16.091430,0.046440,Transition
65,16.114650,17.507850,1.393200,Sound
66,17.531070,17.623950,0.092880,Transition
67,17.647170,18.366980,0.719810,Sound
68,18.390200,18.506300,0.116100,Transition
69,18.529520,19.063580,0.534060,Sound
70,19.086800,19.110020,0.023220,Transition
71,19.133240,20.828300,1.695060,Sound
72,20.851520,20.944400,0.092880,Transition
73,20.967620,20.967620,0.000000,Sound
74,20.990840,21.014060,0.023220,Transition
75,21.037280,21.641000,0.603720,Sound
76,21.664220,21.710660,0.046440,Transition
77,21.733880,22.500140,0.766260,Sound
78,22.523360,22.593020,0.069660,Transition
79,22.616240,22.755560,0.139320,Sound
80,22.778780,22.802000,0.023220,Transition
81,22.825220,23.103860,0.278640,Sound
82,23.127080,23.150300,0.023220,Transition
83,23.173520,23.962990,0.789470,Sound
84,23.986210,24.055870,0.069660,Transition
85,24.079090,24.915010,0.835920,Sound
86,24.938230,24.961450,0.023220,Transition
87,24.984670,25.611610,0.626940,Sound
88,25.634830,25.658050,0.023220,Transition
89,25.681270,25.797370,0.116100,Sound
90,25.820590,25.867030,0.046440,Transition
91,25.890250,26.192110,0.301860,Sound
92,26.215330,26.308210,0.092880,Transition
93,26.331430,26.424310,0.092880,Sound
94,26.447530,26.470750,0.023220,Transition
95,26.493970,26.911930,0.417960,Sound
96,26.935150,26.981590,0.046440,Transition
97,27.004810,27.422770,0.417960,Sound
98,27.445990,27.469210,0.023220,Transition
99,27.492430,27.747850,0.255420,Sound
100,27.771070,27.817510,0.046440,Transition
101,27.840730,28.792740,0.952010,Sound
102,28.815960,28.839180,0.023220,Transition
103,28.862400,29.117820,0.255420,Sound
104,29.141040,29.164260,0.023220,Transition
105,29.187480,30.348480,1.161000,Sound
106,30.371700,30.464580,0.092880,Transition
107,30.487800,30.487800,0.000000,Sound
108,30.511020,30.580680,0.069660,Transition
109,30.603900,30.998640,0.394740,Sound
110,31.021860,31.091520,0.069660,Transition
111,31.114740,31.137960,0.023220,Silent
112,31.161180,31.346940,0.185760,Transition
113,31.370160,33.459960,2.089800,Sound
114,33.483180,33.576050,0.092870,Transition
115,33.599270,33.924350,0.325080,Sound
116,33.947570,34.063670,0.116100,Transition
117,34.086890,34.110110,0.023220,Sound
118,34.133330,34.319090,0.185760,Sound
119,34.342310,34.365530,0.023220,Transition
120,34.388750,35.526530,1.137780,Sound
121,35.549750,35.642630,0.092880,Transition
122,35.665850,36.130250,0.464400,Sound
123,36.153470,36.199910,0.046440,Transition
124,36.223130,36.316010,0.092880,Sound
125,36.339230,36.478550,0.139320,Transition
126,36.501770,37.337690,0.835920,Sound
127,37.360910,37.430570,0.069660,Transition
128,37.453790,37.825310,0.371520,Sound
129,37.848530,37.964630,0.116100,Transition
130,37.987850,38.103950,0.116100,Sound
131,38.127170,38.196830,0.069660,Transition
132,38.220050,38.521910,0.301860,Sound
133,38.545130,38.707660,0.162530,Transition
134,38.730880,39.590020,0.859140,Sound
135,39.613240,39.659680,0.046440,Transition
136,39.682900,40.704580,1.021680,Sound
137,40.727800,40.751020,0.023220,Transition
138,40.774240,41.703040,0.928800,Sound
139,41.726260,41.795920,0.069660,Transition
140,41.819140,44.141130,2.321990,Sound
141,44.164350,44.187570,0.023220,Transition
142,44.210790,45.720090,1.509300,Sound
143,45.743310,45.766530,0.023220,Transition
144,45.789750,46.439910,0.650160,Sound
145,46.463130,46.625670,0.162540,Transition
146,46.648890,46.834650,0.185760,Sound
