C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Da_Sulisatsa.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,0.046440,0.046440,Silent
2,0.069660,0.232200,0.162540,Transition
3,0.255420,0.650159,0.394739,Sound
4,0.673379,0.719819,0.046440,Transition
5,0.743039,0.835918,0.092880,Silent
6,0.859138,0.975238,0.116100,Transition
7,0.998458,1.462857,0.464399,Sound
8,1.486077,1.509297,0.023220,Transition
9,1.532517,1.648617,0.116100,Sound
10,1.671837,1.718277,0.046440,Transition
11,1.741497,2.205896,0.464399,Sound
12,2.229116,2.321995,0.092880,Transition
13,2.345215,2.670295,0.325079,Silent
14,2.693515,2.716735,0.023220,Transition
15,2.739955,3.134694,0.394739,Sound
16,3.157914,3.181134,0.023220,Transition
17,3.204354,3.436553,0.232200,Sound
18,3.459773,3.482993,0.023220,Transition
19,3.506213,5.085170,1.578957,Sound
20,5.108390,5.131610,0.023220,Transition
21,5.154830,5.642449,0.487619,Sound
22,5.665669,5.712109,0.046440,Transition
23,5.735329,5.828209,0.092880,Sound
24,5.851429,5.921088,0.069660,Transition
25,5.944308,6.919546,0.975238,Sound
26,6.942766,6.989206,0.046440,Transition
27,7.012426,7.058866,0.046440,Sound
28,7.082086,7.128526,0.046440,Transition
29,7.151746,7.198186,0.046440,Silent
30,7.221406,7.291066,0.069660,Transition
31,7.314286,8.777143,1.462857,Sound
32,8.800363,8.846803,0.046440,Transition
33,8.870023,9.729161,0.859138,Sound
34,9.752381,9.798821,0.046440,Transition
35,9.822041,10.657960,0.835919,Sound
36,10.681180,10.797280,0.116100,Transition
37,10.820500,10.890160,0.069660,Sound
38,10.913380,11.818960,0.905580,Sound
39,11.842180,11.865400,0.023220,Transition
40,11.888620,12.051160,0.162540,Sound
41,12.074380,12.144040,0.069660,Transition
42,12.167260,12.422680,0.255420,Sound
43,12.445900,12.469120,0.023220,Transition
44,12.492340,12.910300,0.417960,Sound
45,12.933520,12.956740,0.023220,Transition
46,12.979960,13.467570,0.487610,Sound
47,13.490790,13.514010,0.023220,Transition
48,13.537230,14.442810,0.905580,Sound
49,14.466030,14.582130,0.116100,Transition
50,14.605350,15.534150,0.928800,Sound
51,15.557370,15.650250,0.092880,Transition
52,15.673470,15.905670,0.232200,Sound
53,15.928890,15.952110,0.023220,Transition
54,15.975330,16.857690,0.882360,Sound
55,16.880910,16.997010,0.116100,Transition
56,17.020230,17.925810,0.905580,Sound
57,17.949030,17.972250,0.023220,Transition
58,17.995470,18.181220,0.185750,Sound
59,18.204440,18.250880,0.046440,Transition
60,18.274100,18.692060,0.417960,Sound
61,18.715280,18.761720,0.046440,Transition
62,18.784940,19.226120,0.441180,Sound
63,19.249340,19.295780,0.046440,Transition
64,19.319000,20.271020,0.952020,Sound
65,20.294240,20.317460,0.023220,Transition
66,20.340680,20.619320,0.278640,Sound
67,20.642540,20.665760,0.023220,Transition
68,20.688980,21.641000,0.952020,Sound
69,21.664220,21.687440,0.023220,Transition
70,21.710660,21.896420,0.185760,Sound
71,21.919640,21.942860,0.023220,Transition
72,21.966080,22.360820,0.394740,Sound
73,22.384040,22.430480,0.046440,Transition
74,22.453700,23.591470,1.137770,Sound
75,23.614690,23.637910,0.023220,Transition
76,23.661130,24.891790,1.230660,Sound
77,24.915010,24.938230,0.023220,Transition
78,24.961450,25.170430,0.208980,Sound
79,25.193650,25.263310,0.069660,Transition
80,25.286530,26.006350,0.719820,Sound
81,26.029570,26.076010,0.046440,Transition
82,26.099230,26.215330,0.116100,Sound
83,26.238550,26.308210,0.069660,Transition
84,26.331430,26.563630,0.232200,Sound
85,26.586850,26.726170,0.139320,Transition
86,26.749390,26.935150,0.185760,Silent
87,26.958370,26.981590,0.023220,Transition
88,27.004810,27.190570,0.185760,Sound
89,27.213790,27.260230,0.046440,Transition
90,27.283450,27.399550,0.116100,Sound
91,27.422770,27.445990,0.023220,Transition
92,27.469210,27.562090,0.092880,Sound
93,27.585310,27.608530,0.023220,Transition
94,27.631750,27.863950,0.232200,Sound
95,27.887170,27.956830,0.069660,Transition
96,27.980050,28.258690,0.278640,Sound
97,28.281910,28.351570,0.069660,Transition
98,28.374790,28.514100,0.139310,Sound
99,28.537320,28.560540,0.023220,Transition
100,28.583760,29.071380,0.487620,Sound
101,29.094600,29.117820,0.023220,Transition
102,29.141040,29.907300,0.766260,Sound
103,29.930520,29.953740,0.023220,Transition
104,29.976960,30.116280,0.139320,Sound
105,30.139500,30.162720,0.023220,Transition
106,30.185940,31.370160,1.184220,Sound
107,31.393380,31.416600,0.023220,Transition
108,31.439820,31.997100,0.557280,Sound
109,32.020320,32.043540,0.023220,Transition
110,32.066760,32.159640,0.092880,Sound
111,32.182860,32.206080,0.023220,Transition
112,32.229300,32.507940,0.278640,Silent
113,32.531160,32.647260,0.116100,Transition
114,32.670480,33.506400,0.835920,Sound
115,33.529620,33.668930,0.139310,Transition
116,33.692150,34.644170,0.952020,Sound
117,34.667390,34.690610,0.023220,Transition
118,34.713830,35.828390,1.114560,Sound
119,35.851610,35.874830,0.023220,Transition
120,35.898050,36.083810,0.185760,Sound
121,36.107030,36.130250,0.023220,Transition
