C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Agdgomis_Antiponebi.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,1.834376,1.834376,Silent
2,1.857596,1.927256,0.069660,Transition
3,1.950476,2.484535,0.534059,Sound
4,2.507755,2.577415,0.069660,Transition
5,2.600635,3.343673,0.743039,Sound
6,3.366893,3.390113,0.023220,Transition
7,3.413333,3.575873,0.162540,Sound
8,3.599093,3.622313,0.023220,Transition
9,3.645533,4.179592,0.534059,Sound
10,4.202812,4.295692,0.092880,Transition
11,4.318912,4.829751,0.510839,Sound
12,4.852971,4.922630,0.069660,Transition
13,4.945850,4.969070,0.023220,Sound
14,4.992290,5.154830,0.162540,Transition
15,5.178050,5.363810,0.185760,Silent
16,5.387029,5.433469,0.046440,Transition
17,5.456689,5.944308,0.487619,Sound
18,5.967528,5.990748,0.023220,Transition
19,6.013968,6.199728,0.185760,Sound
20,6.222948,6.431927,0.208980,Transition
21,6.455147,6.873107,0.417959,Sound
22,6.896327,6.942766,0.046440,Transition
23,6.965986,7.244626,0.278639,Sound
24,7.267846,7.291066,0.023220,Transition
25,7.314286,7.476825,0.162540,Sound
26,7.500045,7.523265,0.023220,Transition
27,7.546485,7.964444,0.417959,Sound
28,7.987664,8.034104,0.046440,Transition
29,8.057324,9.427302,1.369977,Sound
30,9.450522,9.473741,0.023220,Transition
31,9.496961,9.984580,0.487619,Sound
32,10.007800,10.054240,0.046440,Transition
33,10.077460,10.216780,0.139320,Sound
34,10.240000,10.332880,0.092880,Transition
35,10.356100,12.329800,1.973700,Sound
36,12.353020,12.376240,0.023220,Transition
37,12.399460,15.766350,3.366890,Sound
38,15.789570,15.812790,0.023220,Transition
39,15.836010,17.623950,1.787940,Sound
40,17.647170,17.670390,0.023220,Transition
41,17.693610,18.111570,0.417960,Sound
42,18.134790,18.181220,0.046430,Transition
43,18.204440,18.831380,0.626940,Sound
44,18.854600,18.901040,0.046440,Transition
45,18.924260,19.110020,0.185760,Sound
46,19.133240,19.202900,0.069660,Transition
47,19.226120,19.690520,0.464400,Sound
48,19.713740,19.760180,0.046440,Transition
49,19.783400,20.201360,0.417960,Sound
50,20.224580,20.340680,0.116100,Transition
51,20.363900,20.410340,0.046440,Sound
52,20.433560,20.526440,0.092880,Transition
53,20.549660,20.665760,0.116100,Sound
54,20.688980,20.758640,0.069660,Transition
55,20.781860,21.083720,0.301860,Sound
56,21.106940,21.130160,0.023220,Transition
57,21.153380,21.501680,0.348300,Sound
58,21.524900,21.687440,0.162540,Transition
59,21.710660,21.942860,0.232200,Sound
60,21.966080,22.058960,0.092880,Transition
61,22.082180,23.289620,1.207440,Sound
62,23.312830,23.336050,0.023220,Transition
63,23.359270,24.148750,0.789480,Sound
64,24.171970,24.264850,0.092880,Transition
65,24.288070,24.404170,0.116100,Sound
66,24.427390,24.450610,0.023220,Transition
67,24.473830,24.752470,0.278640,Sound
68,24.775690,24.845350,0.069660,Transition
69,24.868570,25.077550,0.208980,Sound
70,25.100770,25.170430,0.069660,Transition
71,25.193650,25.658050,0.464400,Sound
72,25.681270,25.727710,0.046440,Transition
73,25.750930,26.122450,0.371520,Sound
74,26.145670,26.168890,0.023220,Transition
75,26.192110,26.447530,0.255420,Sound
76,26.470750,26.493970,0.023220,Transition
77,26.517190,27.120910,0.603720,Sound
78,27.144130,27.167350,0.023220,Transition
79,27.190570,27.515650,0.325080,Sound
