C:\Datasets\Onset Annotation\Erkomaishvili Dataset\Behnam New\Settings 11\New folder\Artemi_-_Dideba_Atsda.csv
Behnam
Erkomaishvili
Vocal
Solo
None
Unaffected
0.000000







Sequence,Start time,End time,Duration,Type
1,0.000000,0.046440,0.046440,Silent
2,0.069660,0.116100,0.046440,Transition
3,0.139320,0.766259,0.626939,Sound
4,0.789478,0.835918,0.046440,Transition
5,0.859138,0.905578,0.046440,Silent
6,0.928798,0.975238,0.046440,Transition
7,0.998458,1.695057,0.696599,Sound
8,1.718277,1.857596,0.139320,Transition
9,1.880816,2.066576,0.185760,Sound
10,2.089796,2.136236,0.046440,Transition
11,2.159456,2.438095,0.278639,Sound
12,2.461315,2.530975,0.069660,Transition
13,2.554195,2.809615,0.255420,Silent
14,2.832834,2.856054,0.023220,Transition
15,2.879274,3.204354,0.325079,Sound
16,3.227574,3.250794,0.023220,Transition
17,3.274014,3.831293,0.557279,Sound
18,3.854512,3.900952,0.046440,Transition
19,3.924172,4.249252,0.325079,Silent
20,4.272472,4.295692,0.023220,Transition
21,4.318912,5.061950,0.743039,Sound
22,5.085170,5.108390,0.023220,Transition
23,5.131610,5.804989,0.673379,Sound
24,5.828209,5.897868,0.069660,Transition
25,5.921088,6.431927,0.510839,Sound
26,6.455147,6.524807,0.069660,Transition
27,6.548027,7.221406,0.673379,Sound
28,7.244626,7.337506,0.092880,Transition
29,7.360726,8.939683,1.578957,Sound
30,8.962902,8.986122,0.023220,Transition
31,9.009342,9.102222,0.092880,Sound
32,9.125442,9.148662,0.023220,Transition
33,9.171882,9.496961,0.325079,Sound
34,9.520181,9.566621,0.046440,Transition
35,9.589841,10.100680,0.510839,Sound
36,10.123900,10.147120,0.023220,Transition
37,10.170340,10.611520,0.441180,Sound
38,10.634740,10.704400,0.069660,Transition
39,10.727620,10.843720,0.116100,Sound
40,10.866940,10.890160,0.023220,Transition
41,10.913380,11.168800,0.255420,Sound
42,11.192020,11.215240,0.023220,Transition
43,11.238460,11.377780,0.139320,Sound
44,11.401000,11.540320,0.139320,Transition
45,11.563540,11.679640,0.116100,Sound
46,11.702860,11.726080,0.023220,Transition
47,11.749300,12.306580,0.557280,Sound
48,12.329800,12.469120,0.139320,Transition
49,12.492340,12.817420,0.325080,Sound
50,12.840640,12.887080,0.046440,Transition
51,12.910300,13.026400,0.116100,Sound
52,13.049620,13.165710,0.116090,Transition
53,13.188930,13.630110,0.441180,Sound
54,13.653330,13.722990,0.069660,Transition
55,13.746210,13.955190,0.208980,Sound
56,13.978410,14.001630,0.023220,Transition
57,14.024850,14.164170,0.139320,Sound
58,14.187390,14.280270,0.092880,Transition
59,14.303490,14.512470,0.208980,Sound
60,14.535690,14.605350,0.069660,Transition
61,14.628570,15.209070,0.580500,Sound
62,15.232290,15.348390,0.116100,Transition
63,15.371610,15.789570,0.417960,Sound
64,15.812790,15.882450,0.069660,Transition
65,15.905670,17.252430,1.346760,Sound
66,17.275650,17.391750,0.116100,Transition
67,17.414970,18.343760,0.928790,Sound
68,18.366980,18.413420,0.046440,Transition
69,18.436640,18.831380,0.394740,Sound
70,18.854600,18.947480,0.092880,Transition
71,18.970700,19.620860,0.650160,Sound
72,19.644080,19.690520,0.046440,Transition
73,19.713740,19.783400,0.069660,Sound
74,19.806620,19.853060,0.046440,Transition
75,19.876280,20.108480,0.232200,Sound
76,20.131700,20.294240,0.162540,Transition
77,20.317460,20.596100,0.278640,Sound
78,20.619320,20.688980,0.069660,Transition
79,20.712200,21.037280,0.325080,Sound
80,21.060500,21.153380,0.092880,Transition
81,21.176600,21.780320,0.603720,Sound
82,21.803540,21.826760,0.023220,Transition
83,21.849980,22.151840,0.301860,Sound
84,22.175060,22.244720,0.069660,Transition
85,22.267940,22.476920,0.208980,Sound
86,22.500140,22.569800,0.069660,Transition
87,22.593020,22.825220,0.232200,Sound
88,22.848440,22.871660,0.023220,Transition
89,22.894880,23.173520,0.278640,Sound
90,23.196740,23.219960,0.023220,Transition
91,23.243180,24.729250,1.486070,Sound
92,24.752470,24.822130,0.069660,Transition
