,0
0,0.17
1,0.96
2,1.53
3,1.59
4,1.94
5,2.17
6,2.72
7,2.79
8,3.37
9,3.42
10,4.03
11,4.64
12,5.72
13,5.87
14,6.54
15,7.16
16,7.33
17,7.6
18,7.74
19,7.78
20,8.37
21,8.77
22,8.92
23,9.04
24,9.61
25,9.66
26,10.31
27,10.79
28,10.89
29,11.17
30,11.44
31,11.51
32,12.01
33,12.06
34,12.68
35,13.24
36,13.74
37,13.84
38,14.45
39,15.1
40,15.62
41,16.02
42,16.19
43,16.25
44,16.81
45,16.86
46,17.46
47,18.07
48,18.58
49,18.69
50,19.28
51,19.32
52,19.9
53,20.59
54,21.14
55,21.21
56,21.62
57,21.79
58,22.34
59,22.4
60,22.77
61,22.98
62,23.03
63,23.61
64,24.2
65,25.45
66,26.08
67,26.57
68,26.67
69,27.06
70,27.23
71,27.27
72,27.89
73,28.22
74,28.42
75,28.59
76,29.21
