,0
0,0.59
1,1.08
2,1.52
3,1.61
4,2.14
5,2.68
6,3.17
7,3.55
8,3.73
9,4.79
10,5.25
11,5.36
12,5.81
13,6.85
14,6.9
15,9.05
16,9.49
17,9.58
18,10.07
19,10.58
20,11.18
21,11.67
22,12.23
23,13.21
24,13.28
25,13.76
26,14.73
27,14.83
28,15.32
29,17.4
30,17.46
31,17.93
32,18.47
33,18.72
34,18.98
35,19.52
36,19.87
37,20.03
38,20.41
39,20.59
40,21.69
41,22.27
42,22.76
43,23.29
44,23.83
45,23.87
46,26.01
47,27.05
48,27.55
49,27.6
50,28.52
51,28.62
52,29.15
53,29.7
54,30.23
55,30.78
56,31.29
57,31.34
58,31.82
59,32.31
60,32.35
