,0
0,1.4
1,2.92
2,3.02
3,3.59
4,4.13
5,4.52
6,4.67
7,5.15
8,5.21
9,5.7
10,6.24
11,6.28
12,6.56
13,6.62
14,7.41
15,7.57
16,7.85
17,7.95
18,8.48
19,8.91
20,9.04
21,9.51
22,9.58
23,9.63
24,9.87
25,10.06
26,10.15
27,10.7
28,11.79
29,11.88
30,12.37
31,12.41
32,12.54
33,12.95
34,12.99
35,13.38
36,13.54
37,14.08
38,14.56
39,14.62
40,14.81
41,15.06
42,15.21
43,15.59
44,15.71
45,15.87
46,16.36
47,16.76
48,16.93
49,17.09
50,17.22
51,17.46
52,17.51
53,17.65
54,18.08
55,18.62
56,19.08
57,19.17
58,19.65
59,19.72
60,20.23
61,20.9
62,20.95
63,21.43
64,21.99
65,22.56
66,23.04
67,23.09
68,23.63
69,24.17
70,24.37
71,24.56
72,24.81
73,25.33
74,25.89
75,26.41
76,26.81
77,26.95
78,27.38
79,27.49
80,27.84
81,27.99
82,28.09
83,28.65
84,31.27
