,0
0,0.4
1,1.76
2,1.82
3,2.37
4,2.41
5,2.86
6,3.5
7,3.86
8,3.9
9,4.43
10,4.47
11,4.88
12,5.47
13,5.88
14,6.41
15,6.87
16,7.31
17,8.31
18,8.75
19,9.28
20,9.83
21,10.32
22,10.81
23,11.32
24,11.81
25,12.28
26,12.74
27,13.23
28,13.64
29,13.7
30,13.74
31,13.82
32,14.25
33,14.66
34,14.7
35,14.75
36,15.13
37,15.2
38,16.19
39,16.63
40,17.74
41,17.78
42,18.22
43,18.66
44,19.15
45,19.64
46,19.68
47,20.13
48,20.56
49,20.6
50,21.09
51,21.49
52,21.53
53,21.93
54,21.97
55,22.39
56,22.43
57,22.83
58,22.87
59,23.29
60,23.71
61,23.78
62,24.2
63,25.09
64,25.13
65,25.17
66,25.54
67,25.6
68,26.04
69,26.93
70,26.97
71,27.2
72,27.35
73,27.39
74,27.81
75,27.85
76,28.34
77,28.75
78,28.79
79,29.2
80,29.6
81,30.06
82,30.54
83,30.58
84,30.63
85,30.98
86,31.02
87,31.1
88,31.54
89,32.2
