,0
0,1.92
1,2.33
2,2.39
3,2.49
4,2.53
5,2.96
6,3.0
7,4.22
8,4.26
9,4.69
10,4.73
11,5.13
12,5.62
13,5.93
14,6.37
15,6.79
16,7.21
17,8.09
18,8.13
19,9.38
20,9.78
21,9.82
22,10.18
23,10.63
24,11.02
25,11.06
26,11.52
27,11.95
28,12.39
29,12.81
30,12.88
31,13.26
32,13.64
33,13.68
34,13.72
35,14.11
36,14.97
37,15.38
38,16.29
39,16.33
40,16.71
41,17.14
42,17.99
43,18.03
44,18.41
45,18.82
46,19.15
47,19.62
48,19.67
49,19.71
50,20.04
51,20.45
52,20.82
53,21.19
54,21.23
55,21.27
56,21.58
57,21.66
58,22.02
59,22.79
60,22.83
61,23.2
62,23.24
63,23.28
64,23.64
65,23.68
66,24.4
67,24.44
68,24.81
69,24.85
70,25.21
71,25.25
72,25.73
73,26.05
74,26.42
75,26.77
76,27.26
77,27.58
78,27.62
79,27.69
80,28.02
81,28.06
82,28.12
83,28.16
84,28.52
85,30.74
