,0
0,0.104489796
1,1.578957
2,1.7414966
3,1.8459864
4,1.9736961
5,2.1942856
6,2.3684354
7,2.635465
8,2.7631745
9,2.9024944
10,3.146304
11,3.3204534
12,3.541043
13,3.6919727
14,3.993832
15,4.3305216
16,4.8878
17,5.16644
18,5.3289795
19,6.698957
20,7.186576
21,7.3142858
22,7.685805
23,7.743855
24,7.836735
25,8.068934
26,8.417233
27,8.556553
28,8.672653
29,8.858413
30,9.055782
31,9.171882
32,9.659501
33,9.833651
34,10.0078
35,10.26322
36,10.33288
37,10.460589
38,10.50703
39,10.750839
40,10.948209
41,11.203629
42,11.354558
43,11.435827
44,12.004717
45,12.074376
46,12.283356
47,12.422676
48,12.585216
49,13.003175
50,13.119274
51,13.525623
52,13.769433
53,14.129342
54,14.2802725
55,14.396372
56,14.500862
57,14.675012
58,14.756281
59,14.849161
60,15.15102
61,15.2439
62,15.766349
63,15.986938
64,16.23075
65,16.648708
66,16.683537
67,16.846077
68,16.904127
69,17.345306
70,17.728436
71,17.763266
72,17.798096
73,17.902586
74,18.297325
75,18.401814
76,18.471474
77,18.575964
78,18.889433
79,19.237732
80,19.307392
81,19.493153
82,19.644081
83,19.771791
84,19.853062
85,19.899502
86,20.03882
87,20.1317
88,20.78186
89,21.315918
90,21.432018
91,21.745487
92,22.058956
93,22.128616
94,22.453695
95,22.569796
96,22.662676
97,22.767166
98,23.243176
99,23.463764
100,23.707573
101,24.009434
102,24.241632
103,24.357733
104,24.578321
105,24.624762
106,24.694422
107,24.764082
108,25.3678
109,25.46068
110,25.53034
111,25.7161
112,25.91347
113,26.04118
114,26.215328
115,26.679728
116,27.051247
117,27.678186
118,28.270294
119,28.409615
120,28.548935
121,28.665033
122,28.757914
123,28.792744
124,29.210703
125,29.408073
126,29.489342
127,29.651882
128,29.802813
129,30.035011
130,30.40653
131,30.61551
132,30.85932
133,31.091518
134,31.555918
135,31.788118
136,32.05515
137,32.531155
138,32.705307
139,32.995556
140,33.192924
141,33.587666
142,33.692154
143,34.330704
144,34.446804
145,34.84154
146,35.01569
147,35.236282
148,35.46848
149,35.63102
150,35.92127
151,36.02576
152,36.1883
153,36.60626
154,36.687527
155,36.942947
156,36.97778
157,37.117096
158,37.31447
159,37.593105
160,38.022675
161,38.463856
162,38.823765
163,38.928253
164,39.218502
165,39.369434
166,39.566803
167,39.76417
168,40.0312
169,40.51882
170,40.96
171,41.35474
172,41.47084
173,41.819138
174,42.37642
175,42.747936
176,42.864037
177,43.026577
178,43.212337
179,43.432926
180,43.653515
181,43.885715
182,44.164352
183,44.512653
184,44.779682
185,44.93061
186,45.02349
187,45.244083
188,45.418232
189,45.69687
190,45.83619
191,45.98712
192,46.4283
193,46.61406
194,46.811428
195,47.11329
196,47.240997
197,47.508026
198,47.65896
199,48.030476
200,48.320724
201,48.761906
202,48.796734
203,48.831566
204,48.878006
205,49.42367
206,49.713924
207,49.957733
208,50.271202
209,50.503403
210,50.70077
211,51.17678
212,51.62957
213,52.024307
214,52.500317
215,52.767345
216,52.941498
217,53.208527
218,53.429115
219,53.533604
220,53.870296
221,54.276646
222,54.346302
223,54.659775
224,54.787483
225,54.903584
226,54.996464
227,55.042904
228,55.263493
229,55.739502
230,56.15746
231,56.33161
232,56.57542
233,56.73796
234,57.20236
235,57.689976
236,57.88735
237,58.038277
238,58.549114
239,58.641994
240,58.862583
241,58.909023
242,59.431473
243,60.023582
244,60.116463
245,60.325443
246,60.47637
247,60.65052
248,60.847893
249,60.894333
250,61.23102
251,61.26585
252,61.70703
253,61.98567
254,62.21787
255,62.600998
256,62.705486
257,62.80998
258,63.100227
259,63.274376
260,63.518185
261,63.796825
262,63.947754
263,64.38893
264,64.84172
265,65.01588
266,65.25968
267,65.56154
268,65.71247
269,66.02594
270,66.08399
271,66.16526
272,66.59483
273,67.279816
274,67.44236
275,67.6049
276,67.65134
277,68.324715
278,68.62658
279,68.742676
280,69.16064
281,69.520546
282,69.601814
283,69.63664
284,70.03138
285,70.18231
286,70.39129
287,70.77442
288,71.2156
289,71.3317
290,71.5639
291,71.70322
292,71.94703
293,72.0283
294,72.36499
295,72.45787
296,72.69007
297,72.86422
298,73.27057
299,73.71175
300,73.99039
301,74.14131
302,74.385124
303,74.570885
304,74.77986
305,74.8263
306,74.93079
307,75.26749
308,75.37197
309,75.627396
310,76.17306
311,76.61424
312,77.00898
313,77.09025
314,77.41533
315,77.45016
316,77.54304
317,77.670746
318,77.86812
319,78.28608
320,78.55311
321,78.70403
322,79.133606
323,79.214874
324,79.447075
325,79.760544
326,79.92308
327,80.039185
328,80.15528
329,80.271385
330,80.34104
331,80.66612
332,80.73578
333,81.02603
334,81.17696
335,81.362724
336,81.54848
337,81.75746
338,81.97805
339,82.53533
340,82.6166
341,82.8488
342,83.10422
343,83.34803
344,83.47574
345,83.731155
346,87.10966
347,87.35347
348,87.8527
349,88.39837
350,88.607346
351,88.75828
352,88.8976
353,89.03692
354,89.48971
355,89.524536
356,89.59419
357,89.67547
358,89.80318
359,89.9425
360,90.163086
361,90.32562
362,90.6507
363,91.28925
364,91.35891
365,91.97424
366,92.11356
367,92.2761
368,92.42703
369,92.5083
370,92.91465
371,93.12363
372,93.6693
373,93.87827
374,94.261406
375,94.77225
376,95.15537
377,95.677826
378,96.177055
379,96.73433
380,97.24517
381,97.721176
382,97.81406
383,98.16236
384,98.313286
385,98.858955
386,99.265305
387,99.53233
388,100.03156
389,100.62367
390,101.40154
391,101.598915
392,101.77306
393,102.14458
394,102.42322
395,102.62059
396,102.75991
397,103.02694
398,103.10821
399,103.189476
400,103.27075
401,103.47973
402,103.781586
403,103.89769
404,104.06023
405,104.35048
406,104.52463
407,104.62911
408,105.12834
409,105.244446
410,105.44181
411,105.56953
412,105.975876
413,106.04553
414,106.48671
415,106.80018
416,107.41551
417,107.71737
418,107.879906
419,108.03084
420,108.53007
421,108.77388
422,109.21506
423,109.5053
424,109.795555
425,109.85361
426,110.41088
427,110.46893
428,110.82884
429,110.94495
430,111.165535
431,111.33968
432,111.62993
433,111.81569
434,112.23365
435,112.68644
436,112.91864
437,113.893875
438,114.00998
439,114.42793
440,114.54404
441,114.75301
442,115.27547
443,115.64699
444,115.86758
445,116.33197
446,116.47129
447,116.773155
448,117.02857
449,117.60907
450,117.71356
451,118.14313
452,118.4566
453,118.5727
454,118.85134
455,119.037094
456,119.687256
457,119.861404
458,120.093605
459,120.24454
460,120.56962
461,120.65089
462,121.092064
463,121.92798
464,122.21823
465,122.45043
466,122.601364
467,122.78712
468,122.82195
469,123.01932
470,123.48372
471,123.5766
472,123.75075
473,124.01778
474,124.377686
475,124.563446
476,124.65633
477,124.84209
478,125.062675
479,125.36453
480,125.49225
481,125.72444
482,125.86376
483,126.00308
484,126.18884
485,126.3746
486,126.664856
487,126.85061
488,127.22213
489,127.6517
490,127.89551
491,128.16254
492,128.4644
493,128.77786
494,128.87074
495,129.53252
496,129.77632
497,130.0898
498,130.19429
499,130.63547
500,131.08826
501,131.56427
502,131.99384
503,132.4234
504,132.81815
505,133.37541
506,134.0488
507,134.33905
508,134.50159
509,134.96599
510,135.04726
511,135.46521
512,135.66258
513,135.80191
514,135.99927
515,136.21986
516,136.33597
517,136.67265
518,136.76553
519,137.00934
520,137.20671
521,137.63628
522,138.0078
523,138.40254
524,138.43736
525,138.87856
526,139.04109
527,139.26167
528,139.6332
529,139.79573
530,139.91183
531,140.3298
532,140.68971
533,141.2702
534,141.31665
535,141.58368
536,142.04807
537,142.22223
538,142.47765
539,142.93044
540,143.16263
541,143.33678
542,143.5922
543,144.03339
544,144.69514
545,145.02023
546,145.13632
547,145.26404
548,145.53107
549,145.5659
550,145.93741
551,146.03029
552,146.44826
553,146.6224
554,146.8546
555,147.5628
556,148.004
557,148.09688
558,148.2478
559,148.95601
560,149.11855
561,149.7571
562,149.91963
563,150.12862
564,150.16345
565,150.54657
566,150.96454
567,151.278
568,151.44055
569,152.07909
570,152.21841
571,152.26485
572,152.49706
573,152.64798
574,152.92662
575,153.0195
576,153.2401
577,153.87865
578,154.30821
579,154.34303
580,154.47075
581,154.72617
582,154.761
583,155.02803
584,155.14413
585,155.20218
586,155.50404
587,155.60852
588,155.922
589,156.25868
590,156.30513
591,156.66504
592,156.94368
593,157.15265
594,157.46613
595,157.559
596,157.86086
597,157.97696
598,158.24399
599,158.51102
600,158.70839
601,159.01025
602,159.14957
603,159.26567
604,159.32372
605,159.50948
606,159.93904
607,160.38023
608,160.62404
609,160.83302
610,160.97234
611,161.20453
612,161.87791
613,162.05206
614,162.38875
615,167.50876
616,167.75256
617,168.0312
618,168.30984
619,168.46077
620,168.82068
621,168.92517
622,169.05289
623,169.15736
624,169.29669
625,169.50568
626,169.91202
627,170.2255
628,170.56218
629,170.73633
630,170.85243
631,171.00336
632,171.73479
633,172.01343
