C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\dooyong\man3_twinkle.txt
SVNote1
Vocal
Solo
Traditional

0








Sequence,Start time,End time,Duration,Type
1,1.259233333,1.717766667,0.458533333,Sound
2,1.847733333,2.225433333,0.3777,Sound
3,2.4081,2.851266667,0.443166667,Sound
4,3.0226,3.377233333,0.354633333,Sound
5,3.554466667,4.068766667,0.5143,Sound
6,4.115833333,4.6587,0.542866667,Sound
7,4.708933333,5.394866667,0.685933333,Sound
8,5.9495,6.479666667,0.530166667,Sound
9,6.5102,7.049833333,0.539633333,Sound
10,7.113666667,7.355,0.241333333,Sound
11,7.700566667,8.222033333,0.521466667,Sound
12,8.319233333,8.595833333,0.2766,Sound
13,8.97,9.487766667,0.517766667,Sound
14,9.5538,10.229,0.6752,Sound
15,10.805,11.15766667,0.352666667,Sound
16,11.43666667,11.87766667,0.441,Sound
17,12.059,12.62366667,0.564666667,Sound
18,12.69133333,13.19433333,0.503,Sound
19,13.228,13.65766667,0.429666667,Sound
20,13.81833333,14.39733333,0.579,Sound
21,14.45433333,15.083,0.628666667,Sound
22,15.74133333,16.17366667,0.432333333,Sound
23,16.33466667,16.686,0.351333333,Sound
24,16.85666667,17.43533333,0.578666667,Sound
25,17.506,18.002,0.496,Sound
26,18.05033333,18.524,0.473666667,Sound
27,18.62666667,19.17,0.543333333,Sound
28,19.25133333,19.83966667,0.588333333,Sound
29,20.394,20.809,0.415,Sound
30,20.95366667,21.36,0.406333333,Sound
31,21.542,21.965,0.423,Sound
32,22.137,22.485,0.348,Sound
33,22.73633333,23.27033333,0.534,Sound
34,23.295,23.87066667,0.575666667,Sound
35,23.92733333,24.555,0.627666667,Sound
36,25.12833333,25.64966667,0.521333333,Sound
37,25.671,26.16933333,0.498333333,Sound
38,26.21633333,26.534,0.317666667,Sound
39,26.774,27.274,0.5,Sound
40,27.36766667,27.67066667,0.303,Sound
41,27.985,28.59133333,0.606333333,Sound
42,28.62533333,29.32666667,0.701333333,Sound
