C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\dooyong\woman1_butterfly.txt
SVNote1
Vocal
Solo
Traditional

0








Sequence,Start time,End time,Duration,Type
1,2.552366667,2.990166667,0.4378,Sound
2,3.0226,3.428766667,0.406166667,Sound
3,3.414833333,3.991566667,0.576733333,Sound
4,4.264733333,4.693466667,0.428733333,Sound
5,4.749966667,5.1772,0.427233333,Sound
6,5.161166667,5.617333333,0.456166667,Sound
7,5.979933333,6.375633333,0.3957,Sound
8,6.408,6.8049,0.3969,Sound
9,6.826233333,7.245166667,0.418933333,Sound
10,7.251833333,7.6421,0.390266667,Sound
11,7.6949,8.100333333,0.405433333,Sound
12,8.133466667,8.507233333,0.373766667,Sound
13,8.5256,8.9054,0.3798,Sound
14,9.424466667,9.816433333,0.391966667,Sound
15,9.849833333,10.19033333,0.3405,Sound
16,10.20866667,10.655,0.446333333,Sound
17,10.66733333,11.05766667,0.390333333,Sound
18,11.12633333,11.48666667,0.360333333,Sound
19,11.56166667,11.966,0.404333333,Sound
20,12.00066667,12.37666667,0.376,Sound
21,12.90766667,13.25666667,0.349,Sound
22,13.27633333,13.62966667,0.353333333,Sound
23,13.762,14.11,0.348,Sound
24,14.15833333,14.57566667,0.417333333,Sound
25,14.62833333,14.98233333,0.354,Sound
26,15.024,15.40266667,0.378666667,Sound
27,15.431,15.82266667,0.391666667,Sound
28,16.34033333,16.626,0.285666667,Sound
29,16.74466667,17.16833333,0.423666667,Sound
30,17.195,17.556,0.361,Sound
31,17.57,17.92933333,0.359333333,Sound
32,18.05933333,18.411,0.351666667,Sound
33,18.453,18.66866667,0.215666667,Sound
34,18.86966667,19.18966667,0.32,Sound
35,19.69566667,20.05233333,0.356666667,Sound
36,20.083,20.277,0.194,Sound
37,20.488,20.839,0.351,Sound
38,20.88133333,21.08433333,0.203,Sound
39,21.275,21.58366667,0.308666667,Sound
40,21.71533333,22.02266667,0.307333333,Sound
41,22.086,22.45666667,0.370666667,Sound
42,22.87466667,23.20933333,0.334666667,Sound
43,23.30366667,23.653,0.349333333,Sound
44,23.72233333,24.13066667,0.408333333,Sound
45,24.48633333,24.68733333,0.201,Sound
46,24.881,25.08266667,0.201666667,Sound
47,25.296,25.58933333,0.293333333,Sound
48,26.10233333,26.45266667,0.350333333,Sound
49,26.45933333,26.80866667,0.349333333,Sound
50,26.875,27.234,0.359,Sound
51,27.28833333,27.59633333,0.308,Sound
52,27.74266667,28.03533333,0.292666667,Sound
53,28.193,28.51733333,0.324333333,Sound
54,28.59,28.977,0.387,Sound
