C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\dooyong\man4_butterfly.txt
SVNote1
Vocal
Solo
Traditional

0








Sequence,Start time,End time,Duration,Type
1,1.842733333,2.378333333,0.5356,Sound
2,2.449833333,2.876266667,0.426433333,Sound
3,2.9072,3.4508,0.5436,Sound
4,3.927333333,4.432233333,0.5049,Sound
5,4.4855,4.909166667,0.423666667,Sound
6,4.9498,5.432766667,0.482966667,Sound
7,5.915833333,6.419,0.503166667,Sound
8,6.4677,6.879466667,0.411766667,Sound
9,6.925266667,7.342433333,0.417166667,Sound
10,7.3872,7.838566667,0.451366667,Sound
11,7.902633333,8.3157,0.413066667,Sound
12,8.3569,8.786733333,0.429833333,Sound
13,8.826633333,9.239666667,0.413033333,Sound
14,9.872633333,10.31633333,0.4437,Sound
15,10.36566667,10.81433333,0.448666667,Sound
16,10.847,11.32066667,0.473666667,Sound
17,11.358,11.79566667,0.437666667,Sound
18,11.867,12.25666667,0.389666667,Sound
19,12.32333333,12.75033333,0.427,Sound
20,12.78633333,13.206,0.419666667,Sound
21,13.85633333,14.228,0.371666667,Sound
22,14.28,14.66066667,0.380666667,Sound
23,14.80966667,15.196,0.386333333,Sound
24,15.22866667,15.71066667,0.482,Sound
25,15.76466667,16.197,0.432333333,Sound
26,16.22466667,16.659,0.434333333,Sound
27,16.68,17.09266667,0.412666667,Sound
28,17.789,18.15866667,0.369666667,Sound
29,18.26333333,18.67033333,0.407,Sound
30,18.70433333,19.133,0.428666667,Sound
31,19.18033333,19.57966667,0.399333333,Sound
32,19.72133333,20.08133333,0.36,Sound
33,20.15866667,20.46433333,0.305666667,Sound
34,20.61633333,21.07433333,0.458,Sound
35,21.57066667,21.95133333,0.380666667,Sound
36,21.98533333,22.26666667,0.281333333,Sound
37,22.441,22.85533333,0.414333333,Sound
38,22.888,23.30566667,0.417666667,Sound
39,23.322,23.73133333,0.409333333,Sound
40,23.83666667,24.214,0.377333333,Sound
41,24.247,24.69033333,0.443333333,Sound
42,25.20566667,25.52133333,0.315666667,Sound
43,25.64533333,26.06466667,0.419333333,Sound
44,26.094,26.545,0.451,Sound
45,27.01433333,27.26233333,0.248,Sound
46,27.454,27.69566667,0.241666667,Sound
47,27.91933333,28.28066667,0.361333333,Sound
48,28.836,29.19833333,0.362333333,Sound
49,29.27966667,29.59933333,0.319666667,Sound
50,29.66,30.063,0.403,Sound
51,30.09566667,30.528,0.432333333,Sound
52,30.66733333,30.99633333,0.329,Sound
53,31.16,31.54766667,0.387666667,Sound
54,31.58333333,32.20933333,0.626,Sound
