,0
0,2.0317461
1,2.1014059
2,2.3800454
3,2.565805
4,2.7631745
5,2.9141042
6,3.099864
7,3.2391837
8,3.3668935
9,3.4946032
10,3.6455328
11,3.7964625
12,6.164898
13,6.3738775
14,6.606077
15,6.954376
16,7.0240364
17,7.7902946
18,8.173424
19,9.020952
20,9.206712
21,10.01941
22,10.20517
23,10.30966
24,10.437369
25,10.646349
26,11.203629
27,11.702857
28,11.935057
29,12.155646
30,12.736145
31,13.130884
32,13.188934
33,14.373152
34,15.40644
35,16.021769
36,16.323627
37,16.462948
38,16.811247
39,17.020227
40,17.229206
41,17.635555
42,18.018684
43,18.192835
44,18.587574
45,19.110023
46,20.37551
47,20.816689
48,21.02567
49,21.768707
50,21.954468
51,22.616236
52,23.568254
53,24.021044
54,24.497051
55,24.97306
56,25.0195
57,25.42585
58,25.785759
59,25.92508
60,26.01796
61,26.238548
62,26.470749
63,26.644897
64,27.120907
65,27.887165
66,28.386395
67,28.444445
68,28.723083
69,28.850794
70,29.013334
71,29.152653
72,29.384853
73,29.535782
74,30.023401
75,30.220772
76,30.33687
77,30.42975
78,31.02186
79,32.03193
80,32.48472
81,32.798187
82,32.891068
83,33.192924
84,33.610886
85,33.692154
86,34.017235
87,34.690613
88,35.096962
89,36.45533
90,37.36091
91,38.185215
92,38.614784
93,38.835373
94,38.951473
95,39.032745
96,39.392654
97,39.706123
98,40.44916
99,40.57687
100,41.14576
101,41.250248
102,41.59855
103,41.679817
104,41.90041
105,42.016506
106,42.713108
107,43.456146
108,43.549026
109,44.025036
110,44.245625
111,44.419773
112,44.559093
113,44.710022
114,44.814514
115,44.90739
116,45.02349
117,45.267303
118,45.580772
119,45.82458
120,46.49796
121,47.310658
122,47.624126
123,48.100136
124,48.483265
125,48.773514
126,49.330795
127,49.574604
128,49.934513
129,50.027393
130,50.480183
131,51.025852
132,51.22322
133,51.3161
134,51.96626
135,52.186848
136,53.034378
137,53.742584
138,54.090885
139,54.682995
140,54.82231
141,55.20544
142,55.66984
143,56.01814
144,56.26195
145,56.67991
146,57.31846
147,58.073105
148,58.363358
149,58.862583
150,59.303764
151,59.594013
152,60.24417
153,60.36027
154,61.50966
155,61.71864
156,62.0205
157,62.28753
158,62.438457
159,62.51973
160,62.624218
161,63.309208
162,64.09869
163,64.458595
164,64.644356
165,64.83012
166,65.53832
167,65.94467
168,66.35102
169,66.82703
170,67.233376
171,67.88354
172,68.03447
173,68.25506
174,68.777504
175,69.02132
176,69.61343
177,69.81079
178,69.98494
179,70.112656
180,70.6351
181,71.02984
182,71.36653
183,71.76127
184,71.85415
185,72.248886
186,72.608795
187,72.94549
188,73.02676
189,73.11964
190,73.525986
191,74.06004
192,74.68698
193,75.36036
194,76.04535
195,77.02059
196,77.531425
197,80.82866
198,80.96798
199,81.14213
200,81.56009
201,81.67619
202,81.86195
203,82.11737
204,82.80236
205,82.87202
206,83.02295
207,83.359634
208,83.47574
209,83.6615
210,83.8937
211,84.83411
212,85.9951
213,86.44789
214,86.70331
215,87.02839
216,87.5044
217,87.58567
218,87.72499
219,88.88599
220,89.45487
221,90.00054
222,90.569435
223,90.662315
224,90.929344
225,91.022224
226,91.86975
227,92.02068
228,92.72889
229,92.82177
230,93.03075
231,93.22812
232,93.69252
233,93.85506
234,94.01759
235,94.81869
236,94.934784
237,95.36436
238,95.57333
239,95.87519
240,96.02612
241,96.36281
242,96.57179
243,96.95492
244,97.26839
245,97.43093
246,98.13914
247,98.47583
248,98.64998
249,98.84734
250,99.044716
251,99.11438
252,99.34657
253,99.404625
254,100.03156
255,100.414696
256,100.57723
257,100.83266
258,101.239006
259,101.9356
260,102.01687
261,102.5161
262,102.8644
263,103.02694
264,103.34041
265,103.85125
266,104.15311
267,104.547844
268,105.02386
269,105.25606
270,105.44181
271,106.010704
272,106.150024
273,106.567986
274,107.42712
275,107.46195
276,108.27465
277,108.72744
278,109.0293
279,109.16862
280,109.35438
281,109.81878
282,109.95809
283,110.027756
284,110.42249
285,111.072655
286,111.18875
287,111.32807
288,111.65315
289,112.00145
290,112.03628
291,112.45424
292,112.82576
293,113.02313
294,113.394646
295,113.52236
296,113.661674
297,113.92871
298,114.23057
299,114.31184
300,114.40472
301,115.855965
302,116.262314
303,116.56417
304,116.84281
305,117.36526
306,117.55102
307,118.02703
308,118.14313
309,118.42177
310,118.909386
311,119.29252
312,119.51311
313,119.88463
314,120.02395
315,120.65089
316,121.11528
317,121.93959
318,122.70585
319,123.100586
320,123.66948
321,123.878456
322,124.21515
323,125.00462
324,125.27165
325,125.85216
326,126.026306
327,126.31655
328,126.44426
329,126.59519
330,126.711296
331,127.00154
332,127.74458
333,128.2206
334,128.42957
335,129.02168
336,129.82277
337,130.00853
338,130.41487
339,130.72835
340,130.87927
341,130.96054
342,131.0302
343,131.28563
344,131.42494
345,131.68036
346,132.01706
347,132.73688
348,132.85297
349,133.02711
350,133.27094
351,133.50313
352,133.74693
353,134.28099
354,134.50159
355,134.87311
356,134.9776
357,135.50005
358,135.69742
359,135.82512
360,136.02249
361,136.39401
362,136.8468
363,137.02095
364,137.91492
365,138.49542
366,138.716
367,138.8205
368,138.92499
369,139.0527
370,139.55193
371,140.02794
372,140.58522
373,140.94513
374,141.0264
375,141.3863
376,141.71138
377,142.47765
378,142.70984
379,142.87238
380,142.93044
381,142.96526
382,143.5806
383,144.21913
384,144.6371
385,144.81125
386,145.02023
387,145.12471
388,145.36853
389,145.96063
390,146.11156
391,146.40181
392,146.92427
393,147.02875
394,147.6673
395,147.76018
396,148.67737
397,149.01405
398,149.68744
399,149.84998
400,150.07057
401,150.70912
402,150.83682
403,151.02258
404,151.52182
405,155.55048
406,155.66658
407,155.85234
408,155.93361
409,156.02649
410,156.2819
411,156.4096
412,156.57216
413,156.81596
414,157.14104
415,157.37325
416,157.53578
417,157.73315
418,157.87247
419,158.20917
420,158.34848
421,158.52263
422,158.69678
423,158.98703
424,159.20763
425,159.52109
426,159.7765
427,159.95065
428,160.31056
429,160.5892
430,160.72853
431,161.00717
432,161.21614
433,161.48317
434,161.61089
435,161.9708
436,162.45842
437,162.62096
438,163.65424
439,163.84
440,164.02576
441,164.69914
442,165.0126
443,165.38412
444,165.66277
445,166.02267
446,166.24327
447,166.35936
448,166.57996
449,167.42749
450,167.54358
451,167.88028
452,167.94994
453,168.24019
454,168.46077
455,169.66821
456,170.121
457,170.3648
458,170.85243
459,171.02658
460,171.11946
461,171.36327
462,172.81451
463,173.0235
464,173.17442
465,173.30212
466,173.78975
467,173.99873
468,174.41669
469,175.0088
470,175.11328
471,175.54286
472,175.93759
473,176.21623
474,176.37877
475,176.62259
476,177.21469
477,177.5746
478,177.87646
479,178.02739
480,178.2828
481,178.51501
482,178.75882
483,178.88654
484,179.00262
485,179.10712
486,179.24644
487,179.39737
488,179.5599
489,179.76889
490,180.31456
491,180.52354
492,180.70929
493,180.86023
494,181.33624
495,181.80063
496,182.19537
497,182.39275
498,182.55528
499,182.71782
500,182.98485
501,183.19383
502,183.36798
503,183.69305
504,183.80916
505,184.00653
506,184.18068
507,184.59863
508,184.7728
509,185.02821
510,185.30685
511,185.46939
512,185.77124
513,185.92218
514,186.03827
515,186.70004
516,186.89742
517,187.04834
518,187.2341
519,187.48952
520,187.62885
521,187.83783
522,188.1629
523,188.2674
524,188.92915
