C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\dooyong\woman2_butterfly.txt,,,,,,,,,,,,,,,,,,,,
SVNote1,,,,,,,,,,,,,,,,,,,,
Vocal,,,,,,,,,,,,,,,,,,,,
Solo,,,,,,,,,,,,,,,,,,,,
Traditional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Sequence,Start time,End time,Duration,Type,,Sequence,Start time,End time,Duration,Type,,Sequence,Start time,End time,Duration,Type,,Start time,End time,Duration
1,3.3896,3.8429,0.4533,Sound,,1,3.3722,3.8376,0.4654,Sound,,1,3.3792,3.8469,0.4677,Sound,,3.380333333,3.842466667,0.462133333
2,3.9042,4.3943,0.4901,Sound,,2,3.8852,4.4247,0.5395,Sound,,2,3.8934,4.3982,0.5048,Sound,,3.894266667,4.405733333,0.511466667
3,4.3943,4.8783,0.484,Sound,,3,4.4247,4.8849,0.4602,Sound,,3,4.4447,4.8912,0.4465,Sound,,4.421233333,4.8848,0.463566667
4,5.4297,5.883,0.4533,Sound,,4,5.3979,5.8792,0.4813,Sound,,4,5.432,5.8985,0.4665,Sound,,5.419866667,5.8869,0.467033333
5,5.9627,6.4406,0.4779,Sound,,5,5.9374,6.4663,0.5289,Sound,,5,5.9556,6.4445,0.4889,Sound,,5.9519,6.450466667,0.498566667
6,6.4406,6.9246,0.484,Sound,,6,6.4928,6.9476,0.4548,Sound,,6,6.5016,6.964,0.4624,Sound,,6.478333333,6.9454,0.467066667
7,7.5004,7.9722,0.4718,Sound,,7,7.5189,7.979,0.4601,Sound,,7,7.5088,7.9924,0.4836,Sound,,7.509366667,7.9812,0.471833333
8,8.0273,8.45,0.4227,Sound,,8,8.0108,8.455,0.4442,Sound,,8,8.0124,8.4643,0.4519,Sound,,8.016833333,8.456433333,0.4396
9,8.5297,8.9953,0.4656,Sound,,9,8.5132,8.9945,0.4813,Sound,,9,8.5267,8.9944,0.4677,Sound,,8.5232,8.994733333,0.471533333
10,8.9953,9.5038,0.5085,Sound,,10,9.021,9.5235,0.5025,Sound,,10,9.0409,9.498,0.4571,Sound,,9.019066667,9.508433333,0.489366667
11,9.5344,9.9694,0.435,Sound,,11,9.5235,9.9889,0.4654,Sound,,11,9.5763,9.986,0.4097,Sound,,9.544733333,9.981433333,0.4367
12,10.043,10.502,0.459,Sound,,12,10.021,10.513,0.492,Sound,,12,10.032,10.5,0.468,Sound,,10.032,10.505,0.473
13,10.576,10.95,0.374,Sound,,13,10.513,10.989,0.476,Sound,,13,10.552,10.966,0.414,Sound,,10.547,10.96833333,0.421333333
14,11.581,12.003,0.422,Sound,,14,11.581,12.036,0.455,Sound,,14,11.601,12.053,0.452,Sound,,11.58766667,12.03066667,0.443
15,12.065,12.524,0.459,Sound,,15,12.083,12.528,0.445,Sound,,15,12.073,12.562,0.489,Sound,,12.07366667,12.538,0.464333333
16,12.579,13.051,0.472,Sound,,16,12.57,13.046,0.476,Sound,,16,12.582,13.05,0.468,Sound,,12.577,13.049,0.472
17,13.118,13.566,0.448,Sound,,17,13.104,13.57,0.466,Sound,,17,13.096,13.575,0.479,Sound,,13.106,13.57033333,0.464333333
18,13.609,13.89,0.281,Sound,,18,13.633,13.892,0.259,Sound,,18,13.616,13.914,0.298,Sound,,13.61933333,13.89866667,0.279333333
19,14.074,14.534,0.46,Sound,,19,14.062,14.527,0.465,Sound,,19,14.098,14.55,0.452,Sound,,14.078,14.537,0.459
20,14.626,15.054,0.428,Sound,,20,14.585,15.082,0.497,Sound,,20,14.597,15.112,0.515,Sound,,14.60266667,15.08266667,0.48
21,15.679,16.059,0.38,Sound,,21,15.643,16.077,0.434,Sound,,21,15.652,16.093,0.441,Sound,,15.658,16.07633333,0.418333333
22,16.09,16.47,0.38,Sound,,22,16.124,16.458,0.334,Sound,,22,16.113,16.496,0.383,Sound,,16.109,16.47466667,0.365666667
23,16.666,17.058,0.392,Sound,,23,16.653,17.066,0.413,Sound,,23,16.664,17.058,0.394,Sound,,16.661,17.06066667,0.399666667
24,17.101,17.597,0.496,Sound,,24,17.108,17.574,0.466,Sound,,24,17.131,17.598,0.467,Sound,,17.11333333,17.58966667,0.476333333
25,17.597,18.087,0.49,Sound,,25,17.637,18.039,0.402,Sound,,25,17.655,18.075,0.42,Sound,,17.62966667,18.067,0.437333333
26,18.087,18.577,0.49,Sound,,26,18.134,18.568,0.434,Sound,,26,18.127,18.568,0.441,Sound,,18.116,18.571,0.455
27,18.608,19.018,0.41,Sound,,27,18.631,19.012,0.381,Sound,,27,18.631,19.003,0.372,Sound,,18.62333333,19.011,0.387666667
28,19.698,20.029,0.331,Sound,,28,19.689,20.081,0.392,Sound,,28,19.686,20.079,0.393,Sound,,19.691,20.063,0.372
29,20.188,20.642,0.454,Sound,,29,20.176,20.641,0.465,Sound,,29,20.179,20.657,0.478,Sound,,20.181,20.64666667,0.465666667
30,20.703,21.132,0.429,Sound,,30,20.668,21.123,0.455,Sound,,30,20.677,21.113,0.436,Sound,,20.68266667,21.12266667,0.44
31,21.199,21.506,0.307,Sound,,31,21.175,21.509,0.334,Sound,,31,21.191,21.505,0.314,Sound,,21.18833333,21.50666667,0.318333333
32,21.702,22.143,0.441,Sound,,32,21.704,22.159,0.455,Sound,,32,21.716,22.152,0.436,Sound,,21.70733333,22.15133333,0.444
