C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\dooyong\man4_schoolbell.txt,,,,,,,,,,,,,,,,,,,,
SVNote1,,,,,,,,,,,,,,,,,,,,
Vocal,,,,,,,,,,,,,,,,,,,,
Solo,,,,,,,,,,,,,,,,,,,,
Traditional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Sequence,Start time,End time,Duration,Type,,Sequence,Start time,End time,Duration,Type,,Sequence,Start time,End time,Duration,Type,,Start time,End time,Duration
1,1.2124,1.5051,0.2927,Sound,,1,1.2004,1.4812,0.2808,Sound,,1,1.1943,1.4839,0.2896,Sound,,1.202366667,1.490066667,0.2877
2,1.7327,2.1826,0.4499,Sound,,2,1.6871,2.2111,0.524,Sound,,2,1.729,2.2061,0.4771,Sound,,1.716266667,2.199933333,0.483666667
3,2.2639,2.6812,0.4173,Sound,,3,2.2626,2.665,0.4024,Sound,,3,2.2683,2.6516,0.3833,Sound,,2.264933333,2.665933333,0.401
4,2.6812,3.1148,0.4336,Sound,,4,2.7071,3.1376,0.4305,Sound,,4,2.7185,3.1253,0.4068,Sound,,2.702266667,3.1259,0.423633333
5,3.234,3.6297,0.3957,Sound,,5,3.2265,3.6289,0.4024,Sound,,5,3.2579,3.6271,0.3692,Sound,,3.239466667,3.628566667,0.3891
6,3.7273,4.1338,0.4065,Sound,,6,3.7272,4.153,0.4258,Sound,,6,3.7409,4.1524,0.4115,Sound,,3.7318,4.1464,0.4146
7,4.2747,4.8275,0.5528,Sound,,7,4.2326,4.8362,0.6036,Sound,,7,4.2662,4.8324,0.5662,Sound,,4.257833333,4.832033333,0.5742
8,5.2448,5.6459,0.4011,Sound,,8,5.2386,5.6738,0.4352,Sound,,8,5.2839,5.6579,0.374,Sound,,5.255766667,5.6592,0.403433333
9,5.7489,6.1825,0.4336,Sound,,9,5.7767,6.1744,0.3977,Sound,,9,5.7529,6.2113,0.4584,Sound,,5.7595,6.1894,0.4299
10,6.2313,6.6757,0.4444,Sound,,10,6.2446,6.6845,0.4399,Sound,,10,6.2875,6.6756,0.3881,Sound,,6.254466667,6.6786,0.424133333
11,6.6757,7.1906,0.5149,Sound,,11,6.7827,7.2038,0.4211,Sound,,11,6.7237,7.1868,0.4631,Sound,,6.727366667,7.193733333,0.466366667
12,7.2719,8.1337,0.8618,Sound,,12,7.2834,8.149,0.8656,Sound,,12,7.2865,8.0966,0.8101,Sound,,7.2806,8.126433333,0.845833333
13,9.1581,9.5375,0.3794,Sound,,13,9.141,9.5762,0.4352,Sound,,13,9.1624,9.5692,0.4068,Sound,,9.153833333,9.560966667,0.407133333
14,9.5917,10.036,0.4443,Sound,,14,9.5762,9.9271,0.3509,Sound,,14,9.6267,10.066,0.4393,Sound,,9.5982,10.0097,0.4115
15,10.085,10.562,0.477,Sound,,15,10.086,10.559,0.473,Sound,,15,10.105,10.545,0.44,Sound,,10.092,10.55533333,0.463333333
16,10.562,11.044,0.482,Sound,,16,10.559,11.06,0.501,Sound,,16,10.593,11.032,0.439,Sound,,10.57133333,11.04533333,0.474
17,11.093,11.548,0.455,Sound,,17,11.136,11.574,0.438,Sound,,17,11.132,11.534,0.402,Sound,,11.12033333,11.552,0.431666667
18,11.57,11.982,0.412,Sound,,18,11.574,11.995,0.421,Sound,,18,11.582,12.008,0.426,Sound,,11.57533333,11.995,0.419666667
19,12.014,12.524,0.51,Sound,,19,12.047,12.529,0.482,Sound,,19,12.07,12.529,0.459,Sound,,12.04366667,12.52733333,0.483666667
20,13.093,13.494,0.401,Sound,,20,13.132,13.511,0.379,Sound,,20,13.093,13.499,0.406,Sound,,13.106,13.50133333,0.395333333
21,13.537,13.982,0.445,Sound,,21,13.544,14.021,0.477,Sound,,21,13.552,13.982,0.43,Sound,,13.54433333,13.995,0.450666667
22,13.982,14.41,0.428,Sound,,22,14.05,14.424,0.374,Sound,,22,14.002,14.409,0.407,Sound,,14.01133333,14.41433333,0.403
23,14.524,14.93,0.406,Sound,,23,14.522,14.901,0.379,Sound,,23,14.518,14.939,0.421,Sound,,14.52133333,14.92333333,0.402
24,14.995,15.667,0.672,Sound,,24,14.973,15.729,0.756,Sound,,24,15.025,15.699,0.674,Sound,,14.99766667,15.69833333,0.700666667
25,16.99,17.201,0.211,Sound,,25,16.988,17.231,0.243,Sound,,25,16.999,17.218,0.219,Sound,,16.99233333,17.21666667,0.224333333
26,17.44,17.879,0.439,Sound,,26,17.484,17.863,0.379,Sound,,26,17.464,17.884,0.42,Sound,,17.46266667,17.87533333,0.412666667
27,17.928,18.318,0.39,Sound,,27,17.947,18.331,0.384,Sound,,27,17.956,18.339,0.383,Sound,,17.94366667,18.32933333,0.385666667
28,18.318,18.724,0.406,Sound,,28,18.359,18.729,0.37,Sound,,28,18.383,18.729,0.346,Sound,,18.35333333,18.72733333,0.374
29,18.849,19.218,0.369,Sound,,29,18.827,19.239,0.412,Sound,,29,18.861,19.24,0.379,Sound,,18.84566667,19.23233333,0.386666667
30,19.32,19.662,0.342,Sound,,30,19.3,19.697,0.397,Sound,,30,19.316,19.685,0.369,Sound,,19.312,19.68133333,0.369333333
31,19.803,20.274,0.471,Sound,,31,19.777,20.315,0.538,Sound,,31,19.808,20.304,0.496,Sound,,19.796,20.29766667,0.501666667
32,20.735,21.109,0.374,Sound,,32,20.709,21.138,0.429,Sound,,32,20.751,21.139,0.388,Sound,,20.73166667,21.12866667,0.397
33,21.201,21.619,0.418,Sound,,33,21.204,21.597,0.393,Sound,,33,21.192,21.589,0.397,Sound,,21.199,21.60166667,0.402666667
34,21.684,22.047,0.363,Sound,,34,21.691,22.009,0.318,Sound,,34,21.736,22.04,0.304,Sound,,21.70366667,22.032,0.328333333
35,22.047,22.486,0.439,Sound,,35,22.084,22.509,0.425,Sound,,35,22.111,22.504,0.393,Sound,,22.08066667,22.49966667,0.419
36,22.578,23.304,0.726,Sound,,36,22.57,23.296,0.726,Sound,,36,22.604,23.282,0.678,Sound,,22.584,23.294,0.71
37,24.421,24.768,0.347,Sound,,37,24.414,24.816,0.402,Sound,,37,24.414,24.816,0.402,Sound,,24.41633333,24.8,0.383666667
38,24.8,25.234,0.434,Sound,,38,24.849,25.242,0.393,Sound,,38,24.836,25.243,0.407,Sound,,24.82833333,25.23966667,0.411333333
39,25.288,25.543,0.255,Sound,,39,25.303,25.584,0.281,Sound,,39,25.319,25.548,0.229,Sound,,25.30333333,25.55833333,0.255
40,25.77,26.166,0.396,Sound,,40,25.766,26.173,0.407,Sound,,40,25.769,26.171,0.402,Sound,,25.76833333,26.17,0.401666667
41,26.231,26.665,0.434,Sound,,41,26.272,26.679,0.407,Sound,,41,26.29,26.669,0.379,Sound,,26.26433333,26.671,0.406666667
42,26.686,27.093,0.407,Sound,,42,26.702,27.081,0.379,Sound,,42,26.689,27.1,0.411,Sound,,26.69233333,27.09133333,0.399
43,27.136,27.608,0.472,Sound,,43,27.128,27.61,0.482,Sound,,43,27.143,27.583,0.44,Sound,,27.13566667,27.60033333,0.464666667
44,28.09,28.507,0.417,Sound,,44,28.096,28.499,0.403,Sound,,44,28.114,28.521,0.407,Sound,,28.1,28.509,0.409
45,28.534,28.93,0.396,Sound,,45,28.527,28.911,0.384,Sound,,45,28.587,28.934,0.347,Sound,,28.54933333,28.925,0.375666667
