C:\Users\BFaghih\OneDrive - Maynooth University\My PhD\Real-time onset offset detection study\Datasets\SVNote1\annotation\txt\dooyong\man1_schoolbell.txt,,,,,,,,,,,,,,,,,,,,
SVNote1,,,,,,,,,,,,,,,,,,,,
Vocal,,,,,,,,,,,,,,,,,,,,
Solo,,,,,,,,,,,,,,,,,,,,
Traditional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Sequence,Start time,End time,Duration,Type,,Sequence,Start time,End time,Duration,Type,,Sequence,Start time,End time,Duration,Type,,Start time,End time,Duration
1,3.4821,3.7094,0.2273,Sound,,1,3.4735,3.7533,0.2798,Sound,,1,3.4941,3.7378,0.2437,Sound,,3.483233333,3.7335,0.250266667
2,4.0147,4.4889,0.4742,Sound,,2,4.0052,4.5313,0.5261,Sound,,2,4.0326,4.5455,0.5129,Sound,,4.0175,4.5219,0.5044
3,4.5928,5.0735,0.4807,Sound,,3,4.5984,5.1077,0.5093,Sound,,3,4.5936,5.1009,0.5073,Sound,,4.594933333,5.094033333,0.4991
4,5.1189,5.5541,0.4352,Sound,,4,5.1077,5.5666,0.4589,Sound,,4,5.1209,5.5777,0.4568,Sound,,5.115833333,5.566133333,0.4503
5,5.684,6.1127,0.4287,Sound,,5,5.6898,6.2158,0.526,Sound,,5,5.7155,6.1554,0.4399,Sound,,5.696433333,6.1613,0.464866667
6,6.2426,6.6843,0.4417,Sound,,6,6.2158,6.7363,0.5205,Sound,,6,6.2708,6.7276,0.4568,Sound,,6.243066667,6.716066667,0.473
7,6.8077,7.3858,0.5781,Sound,,7,6.8203,7.4527,0.6324,Sound,,7,6.8542,7.44,0.5858,Sound,,6.8274,7.426166667,0.598766667
8,8.0224,8.503,0.4806,Sound,,8,8.0235,8.544,0.5205,Sound,,8,8.0489,8.5618,0.5129,Sound,,8.0316,8.536266667,0.504666667
9,8.594,9.0552,0.4612,Sound,,9,8.6056,9.0757,0.4701,Sound,,9,8.5818,9.134,0.5522,Sound,,8.5938,9.0883,0.4945
10,9.1786,9.6008,0.4222,Sound,,10,9.182,9.6353,0.4533,Sound,,10,9.2213,9.6501,0.4288,Sound,,9.193966667,9.628733333,0.434766667
11,9.6657,10.185,0.5193,Sound,,11,9.6913,10.223,0.5317,Sound,,11,9.6701,10.217,0.5469,Sound,,9.6757,10.20833333,0.532633333
12,10.296,11.51,1.214,Sound,,12,10.276,11.541,1.265,Sound,,12,10.304,11.512,1.208,Sound,,10.292,11.521,1.229
13,12.374,12.829,0.455,Sound,,13,12.375,12.834,0.459,Sound,,13,12.391,12.825,0.434,Sound,,12.38,12.82933333,0.449333333
14,12.92,13.401,0.481,Sound,,14,12.907,13.349,0.442,Sound,,14,12.907,13.425,0.518,Sound,,12.91133333,13.39166667,0.480333333
15,13.459,13.972,0.513,Sound,,15,13.444,14.003,0.559,Sound,,15,13.484,14.009,0.525,Sound,,13.46233333,13.99466667,0.532333333
16,14.024,14.544,0.52,Sound,,16,14.003,14.597,0.594,Sound,,16,14.051,14.609,0.558,Sound,,14.026,14.58333333,0.557333333
17,14.576,15.063,0.487,Sound,,17,14.63,15.095,0.465,Sound,,17,14.629,15.091,0.462,Sound,,14.61166667,15.083,0.471333333
18,15.109,15.609,0.5,Sound,,18,15.095,15.61,0.515,Sound,,18,15.15,15.59,0.44,Sound,,15.118,15.603,0.485
19,15.674,16.181,0.507,Sound,,19,15.677,16.203,0.526,Sound,,19,15.678,16.219,0.541,Sound,,15.67633333,16.201,0.524666667
20,16.791,17.298,0.507,Sound,,20,16.819,17.311,0.492,Sound,,20,16.844,17.329,0.485,Sound,,16.818,17.31266667,0.494666667
21,17.376,17.869,0.493,Sound,,21,17.395,17.904,0.509,Sound,,21,17.377,17.879,0.502,Sound,,17.38266667,17.884,0.501333333
22,17.908,18.363,0.455,Sound,,22,17.932,18.402,0.47,Sound,,22,17.927,18.417,0.49,Sound,,17.92233333,18.394,0.471666667
23,18.474,18.941,0.467,Sound,,23,18.492,18.973,0.481,Sound,,23,18.482,18.973,0.491,Sound,,18.48266667,18.96233333,0.479666667
24,18.974,20.162,1.188,Sound,,24,18.973,20.216,1.243,Sound,,24,18.993,20.173,1.18,Sound,,18.98,20.18366667,1.203666667
25,21.111,21.396,0.285,Sound,,25,21.094,21.508,0.414,Sound,,25,21.136,21.413,0.277,Sound,,21.11366667,21.439,0.325333333
26,21.656,22.124,0.468,Sound,,26,21.643,22.169,0.526,Sound,,26,21.674,22.153,0.479,Sound,,21.65766667,22.14866667,0.491
27,22.208,22.683,0.475,Sound,,27,22.208,22.695,0.487,Sound,,27,22.207,22.697,0.49,Sound,,22.20766667,22.69166667,0.484
28,22.683,23.15,0.467,Sound,,28,22.695,23.165,0.47,Sound,,28,22.717,23.174,0.457,Sound,,22.69833333,23.163,0.464666667
29,23.274,23.761,0.487,Sound,,29,23.288,23.781,0.493,Sound,,29,23.306,23.769,0.463,Sound,,23.28933333,23.77033333,0.481
30,23.845,24.319,0.474,Sound,,30,23.837,24.363,0.526,Sound,,30,23.856,24.313,0.457,Sound,,23.846,24.33166667,0.485666667
31,24.436,24.995,0.559,Sound,,31,24.419,25.023,0.604,Sound,,31,24.44,25.037,0.597,Sound,,24.43166667,25.01833333,0.586666667
32,25.567,26.073,0.506,Sound,,32,25.566,26.081,0.515,Sound,,32,25.589,26.091,0.502,Sound,,25.574,26.08166667,0.507666667
33,26.145,26.632,0.487,Sound,,33,26.148,26.635,0.487,Sound,,33,26.139,26.658,0.519,Sound,,26.144,26.64166667,0.497666667
34,26.684,27.177,0.493,Sound,,34,26.719,27.15,0.431,Sound,,34,26.7,27.23,0.53,Sound,,26.701,27.18566667,0.484666667
35,27.223,27.736,0.513,Sound,,35,27.228,27.765,0.537,Sound,,35,27.25,27.735,0.485,Sound,,27.23366667,27.74533333,0.511666667
36,27.807,28.983,1.176,Sound,,36,27.849,28.974,1.125,Sound,,36,27.839,28.969,1.13,Sound,,27.83166667,28.97533333,1.143666667
37,29.938,30.393,0.455,Sound,,37,29.915,30.424,0.509,Sound,,37,29.954,30.422,0.468,Sound,,29.93566667,30.413,0.477333333
38,30.393,30.919,0.526,Sound,,38,30.457,30.944,0.487,Sound,,38,30.442,30.949,0.507,Sound,,30.43066667,30.93733333,0.506666667
39,30.997,31.367,0.37,Sound,,39,31,31.409,0.409,Sound,,39,31.002,31.341,0.339,Sound,,30.99966667,31.37233333,0.372666667
40,31.529,32.062,0.533,Sound,,40,31.487,32.064,0.577,Sound,,40,31.535,32.082,0.547,Sound,,31.517,32.06933333,0.552333333
41,32.094,32.601,0.507,Sound,,41,32.12,32.612,0.492,Sound,,41,32.13,32.609,0.479,Sound,,32.11466667,32.60733333,0.492666667
42,32.601,33.127,0.526,Sound,,42,32.64,33.149,0.509,Sound,,42,32.629,33.136,0.507,Sound,,32.62333333,33.13733333,0.514
43,33.192,33.66,0.468,Sound,,43,33.2,33.698,0.498,Sound,,43,33.207,33.681,0.474,Sound,,33.19966667,33.67966667,0.48
44,34.283,34.758,0.475,Sound,,44,34.302,34.795,0.493,Sound,,44,34.306,34.786,0.48,Sound,,34.297,34.77966667,0.482666667
45,34.803,35.277,0.474,Sound,,45,34.84,35.315,0.475,Sound,,45,34.845,35.313,0.468,Sound,,34.82933333,35.30166667,0.472333333
46,35.368,35.881,0.513,Sound,,46,35.382,35.875,0.493,Sound,,46,35.395,35.885,0.49,Sound,,35.38166667,35.88033333,0.498666667
47,35.881,36.427,0.546,Sound,,47,35.914,36.423,0.509,Sound,,47,35.905,36.463,0.558,Sound,,35.9,36.43766667,0.537666667
48,36.511,37.726,1.215,Sound,,48,36.535,37.716,1.181,Sound,,48,36.533,37.714,1.181,Sound,,36.52633333,37.71866667,1.192333333
