,0
0,0.04
1,0.16
2,0.77
3,1.25
4,1.48
5,1.76
6,1.89
7,2.02
8,2.1
9,2.35
10,2.45
11,2.69
12,2.82
13,4.13
14,4.44
15,4.48
16,4.74
17,4.96
18,5.15
19,5.86
20,6.22
21,6.4
22,6.88
23,7.01
24,7.69
25,7.77
26,7.81
27,8.01
28,8.31
29,9.06
30,9.13
31,9.27
32,9.75
33,10.74
34,11.02
35,11.16
36,11.34
37,11.57
38,11.66
39,11.74
40,12.01
41,12.58
42,13.19
43,13.23
44,13.78
45,13.82
46,14.02
47,14.36
48,14.48
49,14.97
50,15.01
51,15.38
52,15.61
53,15.73
54,16.12
55,16.65
56,17.01
57,17.77
58,17.81
59,18.01
60,18.33
61,18.47
62,18.59
63,19.01
64,19.11
65,19.52
66,19.56
67,20.33
68,20.42
69,20.46
70,20.9
71,21.01
72,21.44
73,22.3
74,22.34
75,22.86
76,23.01
77,23.35
78,23.39
79,24.39
80,24.48
81,24.52
82,24.69
83,25.0
84,25.1
85,25.53
86,25.68
87,26.0
88,27.4
89,27.47
90,27.97
91,28.01
92,28.79
93,29.5
94,29.56
95,30.0
96,30.16
97,30.29
98,30.59
99,30.63
100,31.03
101,31.18
102,31.81
103,31.93
104,31.97
105,32.11
106,32.34
107,32.42
108,33.01
109,33.17
110,33.4
111,34.44
112,35.71
113,35.78
114,36.25
115,36.76
116,37.01
117,37.24
118,37.53
119,37.77
120,38.01
121,38.47
122,38.72
123,39.16
124,39.77
125,40.02
126,40.4
127,40.51
128,40.83
129,41.01
130,41.31
131,42.02
132,42.5
133,42.97
134,43.1
135,43.31
136,43.42
137,43.83
138,44.41
139,44.99
140,45.44
141,45.9
142,46.01
143,46.29
144,46.33
145,46.72
146,46.76
147,47.22
148,47.43
149,47.63
150,48.49
151,48.84
152,49.02
153,49.06
154,49.11
155,49.26
156,49.33
157,50.01
158,50.2
159,51.58
160,51.64
161,52.87
162,53.07
163,53.29
164,53.83
165,54.0
166,54.15
167,55.02
168,55.35
169,55.39
170,56.21
171,56.29
172,56.74
173,56.78
174,57.19
175,58.02
176,58.42
177,58.84
178,59.45
179,59.54
180,59.91
181,60.01
182,60.09
183,60.23
184,60.68
185,60.97
186,61.01
187,61.57
188,61.89
189,62.01
190,62.44
191,63.2
192,64.53
193,65.83
194,66.21
195,66.86
196,67.65
197,68.04
198,69.38
199,69.44
200,69.51
201,69.94
202,70.5
203,71.01
204,71.39
205,71.52
206,71.76
207,71.98
208,72.02
209,72.73
210,73.01
211,74.01
212,74.16
213,74.45
214,74.8
215,74.84
216,74.92
217,74.96
218,75.0
219,75.17
220,75.24
