,0
0,0.034829933
1,3.7616327
2,4.2028117
3,4.632381
4,5.15483
5,5.584399
6,6.0023584
7,6.431927
8,6.9079366
9,7.2678456
10,7.650975
11,8.103765
12,8.556553
13,8.916463
14,10.472199
15,10.611519
16,10.878549
17,10.983039
18,11.319728
19,11.784127
20,12.654876
21,13.072834
22,13.827483
23,13.943583
24,14.2918825
25,14.767891
26,15.081361
27,15.557369
28,17.078278
29,17.531065
30,17.949024
31,18.425034
32,18.819773
33,19.214512
34,19.644081
35,20.48
36,20.52644
37,20.886349
38,21.373968
39,21.791927
40,22.175056
41,22.256327
42,23.614695
43,23.730793
44,24.508661
45,24.868572
46,24.96145
47,25.808979
48,26.180498
49,26.969976
50,27.399546
51,27.747847
52,27.956825
53,28.235464
54,28.583765
55,29.767982
56,30.26721
57,30.30204
58,30.88254
59,31.01025
