,0
0,0.6037188
1,1.1958277
2,1.8111565
3,2.2175057
4,2.2639456
5,2.4032652
6,2.589025
7,2.7980046
8,3.030204
9,3.2043538
10,3.575873
11,3.7035828
12,4.005442
13,4.2028117
14,4.3189116
15,4.551111
16,4.678821
17,4.8994102
18,4.9806805
19,5.06195
20,5.17805
21,5.549569
22,5.9443083
23,6.072018
24,6.130068
25,6.164898
26,6.582857
27,6.698957
28,6.7686167
29,6.9427667
30,7.337506
31,7.5232654
32,7.685805
33,7.848345
34,7.9992743
35,8.126985
36,8.544943
37,8.846803
38,9.229932
39,9.299592
40,9.520182
41,9.822041
42,10.04263
43,10.402539
44,10.634739
45,10.820498
46,11.087528
47,11.412608
48,11.668027
49,11.818957
50,12.016327
51,12.2136965
52,12.306576
53,12.782585
54,12.910295
55,13.142494
56,13.305034
57,13.432744
58,13.618504
59,13.746213
60,14.094513
61,14.210612
62,14.733061
63,14.883991
64,15.36
65,15.754739
66,15.812789
67,15.952108
68,16.300407
69,16.544218
70,16.695147
71,16.892517
72,17.217596
73,17.507845
74,17.740046
75,17.937414
76,18.216055
77,18.297325
78,18.448254
79,18.599184
80,18.784943
81,18.924263
82,19.028753
83,19.237732
84,19.342222
85,19.667301
86,19.771791
87,20.18975
88,20.60771
89,20.74703
90,21.02567
91,21.408798
92,21.768707
93,21.826757
94,21.954468
95,22.198277
96,22.430477
97,22.569796
98,22.883265
99,22.976145
100,23.138685
101,23.254784
102,23.463764
103,23.765623
104,23.870113
105,24.067484
106,24.183582
107,24.322903
108,24.415783
109,24.531881
110,24.682812
111,25.10077
112,25.309752
113,25.42585
114,25.64644
115,26.04118
116,26.13406
117,26.261768
118,26.853878
119,26.911928
120,27.178957
121,27.422766
122,27.550476
123,28.072926
124,28.688253
125,28.746304
126,28.827574
127,29.408073
128,29.617052
